"mkm10d_ptv2_original_shape_Elongation_250","mkm10d_ptv2_original_shape_Flatness_250","mkm10d_ptv2_original_firstorder_Kurtosis_250","mkm10d_ptv2_original_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm10d_ptv2_log.sigma.4.0.mm.3D_firstorder_Kurtosis_250","mkm10d_ptv2_wavelet.LLH_firstorder_Kurtosis_250","mkm10d_ptv2_wavelet.LHH_firstorder_Median_250","mkm10d_ptv2_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_250","mkm10d_ptv2_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm10d_ptv2_wavelet.HHL_firstorder_Median_250","mkm10d_ptv2_wavelet.HHL_firstorder_Skewness_250","mkm10d_ptv2_wavelet.HHL_glcm_Correlation_250","mkm10d_ptv2_wavelet.HHH_firstorder_Kurtosis_250","mkm10d_ptv2_wavelet.HHH_firstorder_Median_250","mkm10d_ptv2_wavelet.HHH_firstorder_Skewness_250","mkm10d_ptv2_wavelet.HHH_glcm_ClusterShade_250","mkm10d_ptv2_wavelet.HHH_glcm_Correlation_250","mkm10d_ptv2_wavelet.HHH_glcm_JointEnergy_250","mkm10d_ptv2_gradient_gldm_LargeDependenceHighGrayLevelEmphasis_250","sub"
1.01806690669307,1.37792999372443,-1.53534094286815,-0.239039002264432,-1.01562215953787,-0.753466572695881,0.644523127771984,-0.67897579761834,-0.124088465703539,-0.305341616344594,-0.503550430631854,-1.13778120012762,-0.631251743149931,0.0850273875853502,0.555705818020832,0.267532590653989,-0.661193797557388,-0.5146090830984,1.8641132591833e-05,1085983
1.23435282731084,0.23240611901754,0.882427914127759,-0.232308180512704,-0.0164219361404693,-0.665587868741146,-0.0118765779537986,0.0548399787040314,0.0740171128768961,-0.37874635661544,-1.78140022047092,-1.09892488428296,-0.507532720040748,-0.557149249209253,1.1306536710109,0.346273701924519,0.0584174345079165,0.3969256771072,-0.427537482994427,1125173
-0.162581048667446,-0.539354981104675,-0.900668344285075,-0.195801801937733,1.17218861350028,-0.846253482597495,-1.2270520979104,-0.491791120293431,-0.246389267351698,1.0582253069185,-1.09261441139565,1.55142102818288,-0.73730074370522,0.95944785601568,0.627214732969834,0.324093659173475,0.762563145966623,-0.731009290363226,1.26013317856014,1154608
1.28049653327086,0.952066697046514,-0.780071627809303,-0.178813113417369,0.0718422113787983,-0.426716315263633,0.0905493709293504,-0.358002351351354,-0.236629840325458,-0.303900661935627,2.95370582365563,1.05905117046589,1.16017152688292,-0.0243180202593584,-0.608378969982123,-0.0674385158917604,-0.174530192307205,0.600507079509696,0.879198880782329,1181124
1.64129793827272,0.730707021701294,-0.698015129496935,-0.203491234248714,-0.169718064537222,-1.19082000017253,1.98707558517774,-0.701532343988596,-0.24057362317265,0.346560465435671,1.10311242636407,0.439216953340119,-0.0701640778567601,-2.56152440619601,0.675245342979472,0.47196751762258,-0.532286058662298,-0.572178056338319,-0.633262293226547,1183075
-0.458228363792898,-0.388228755804,-0.623770075394094,-0.1627317960286,0.0873893912697513,-1.14012452180707,-0.460470353647232,-0.731435554856302,-0.23784520353962,-0.904738655383368,-1.02906356946804,-0.508580784145309,-0.80481493586269,-0.334691599185369,0.173667697310894,0.339275029777497,-0.544671200792434,-0.198158013501447,-0.776943531442053,1232870
0.1396104376246,0.153430801556624,-0.300021171900319,-0.247128472076983,0.932795380722292,-0.32549913388036,0.489882305813317,-0.410179589989581,1.72398753236565,-0.33035033822523,-1.48546268609,-1.1750353935506,-0.789859547058883,0.143926362168198,0.409462261632701,0.266116890380497,-0.43316830676405,0.132664108121437,1.15656113780626,1279943
-0.209564862005007,-0.552993831554433,-1.13928003897016,-0.242749401747944,0.0656392350232047,0.0480793099229487,-0.716763607883891,-0.0849209675195308,-0.2465213732592,0.104583244778356,0.510977890716191,-0.81398571424543,0.0240562295273735,-0.489717989940562,-1.58154227948434,-2.78343836139278,-0.702838094786803,-1.17586592155236,-0.436102262531041,1329352
-0.0507225658878753,-0.603327620828842,-0.871953897266184,-0.0824441632443388,0.40237212473505,0.122839232200947,-0.547753261201637,0.183538022768786,-0.215854597359776,0.817393543940979,-0.24145093662663,-0.300989489988563,0.368333710115394,0.534315950923389,0.469196859889862,0.175977200656688,0.948433314082298,0.862931776827245,1.25819406535403,1330263
-0.827246529542077,0.167508266395981,-1.47431441525826,-0.200547980019012,-1.06643012086459,-0.540317771530049,-2.22728146313871,-0.237733524369825,-0.250784733579329,0.0357931085793649,-0.567004238458103,-0.283081410642903,-0.252945853136372,2.27264823712326,-1.24218542806371,-2.62047770994801,-0.598327354566281,-1.07571793215504,2.2303090879523,1364384
0.914690288319695,1.119144326627,-1.40679930303515,7.60399749391619,0.0730098077596161,-1.13369823603037,1.93792160419613,-0.640252013802265,-0.250460988484846,1.47070834574185,-1.56732704930714,0.576990405191681,-0.205493170389572,-0.0416681869720461,1.14514785898531,0.650563706210244,-1.3299057670571,-0.863974584144786,1.28212077297901,1386095
-1.06871917544613,-0.882265712365674,0.323711294973609,-0.24866644662195,0.231704607447035,-0.801185887626019,0.116644092528915,-0.356932820109536,-0.20790637267324,1.2879278773848,-1.58652450867227,-0.919370089227178,-0.120812691035693,-0.934405477859542,0.63736046260622,0.285021718541468,-0.645691103507838,-0.904489419555359,0.406532973262562,1458656
0.974250059838691,1.35615581672509,1.49092095855965,-0.114277432915563,0.136823207538083,1.42002663303378,0.167370966844472,0.258698656592688,0.246728525822104,-0.427629871376302,0.238961887132451,-0.175191894844765,-0.716313045276223,-0.147549899721996,-0.443614128313458,0.204427393043758,0.738406613378118,0.79090217044838,-1.29499296614048,1485662
1.00643900762194,0.261650421208398,-0.26098063540429,-0.244847731675801,-0.692257148024399,0.179298132260515,-0.814354234473767,-0.220062292915249,-0.196533218200974,-0.594230802574205,-0.626072855664612,-0.50155297785048,-0.0812182191398386,0.190591734237268,-0.619482063855763,-0.137873068829578,-0.353228052455752,-0.285550533523187,0.00168515834923706,1497807
-0.685719221779197,-0.305348058566826,0.254370473097785,-0.241216039367881,0.203899869108341,-0.616596719461861,0.938783164813713,-0.584620066593744,-0.123113553839404,0.831634986833974,1.44373818927025,-0.118674674327758,-0.210209327941719,-1.57743612742389,0.779668697946831,0.274201231367513,0.996664522679145,0.953104227724364,-0.0204469768975747,1501387
-0.150495165700958,-0.194201761099874,-0.49346071628513,-0.229560930345077,2.9599631205632,-1.21608624822306,0.43897599575376,-0.69594889396048,-0.0297742930222411,2.37392181806067,-1.801740942726,-0.991448641943447,-0.835704185210253,-0.4663624497349,0.541903800140781,0.298197266052553,-0.299301751826768,-0.111965786296171,2.6198668302772,1518948
