"mkm8d_ptv2_original_shape_Elongation_250","mkm8d_ptv2_original_shape_Flatness_250","mkm8d_ptv2_log.sigma.4.0.mm.3D_firstorder_Kurtosis_250","mkm8d_ptv2_wavelet.LLH_firstorder_Skewness_250","mkm8d_ptv2_wavelet.LHH_firstorder_Median_250","mkm8d_ptv2_wavelet.HLL_glcm_MaximumProbability_250","mkm8d_ptv2_wavelet.HHL_firstorder_Median_250","mkm8d_ptv2_wavelet.HHL_firstorder_Skewness_250","mkm8d_ptv2_wavelet.HHL_glcm_Imc1_250","mkm8d_ptv2_wavelet.HHH_firstorder_Median_250","mkm8d_ptv2_wavelet.HHH_firstorder_Skewness_250","mkm8d_ptv2_wavelet.HHH_glcm_ClusterShade_250","mkm8d_ptv2_wavelet.HHH_glcm_Correlation_250","mkm8d_ptv2_wavelet.HHH_glcm_JointEnergy_250","mkm8d_ptv2_gradient_gldm_LargeDependenceHighGrayLevelEmphasis_250","mkm8d_ptv2_lbp.3D.m2_firstorder_90Percentile_250","mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_250","mkm8d_ptv2_lbp.3D.m2_firstorder_Maximum_250","mkm8d_ptv2_lbp.3D.m2_firstorder_Skewness_250","sub"
1.01806690669307,1.37792999372443,-0.966680264728844,0.400054072218397,0.549112432323667,0.0251984034929308,-0.296812197299062,-0.493223436267791,0.0788311384678505,0.116441136931023,0.549520283880189,0.289483694446585,-0.675613923623385,-0.499633189242353,-0.192388978772662,-0.174900458070366,-0.953643764756852,-0.463011195241364,0.614718506773149,1085983
1.23435282731084,0.23240611901754,0.00502467678618074,0.142141973702034,0.0183707241769129,-0.975245771731041,-0.330563786872557,-1.79272201721146,0.415383489493344,-0.572317904393465,1.12660956386588,0.323014957079827,0.0579602900360093,0.336302848252204,-0.452669771638124,-0.386075796124679,0.0140966742016362,-0.205264713545995,0.396303568962517,1125173
-0.162581048667446,-0.539354981104675,1.10292954426284,0.530216816068888,-1.39181224089073,-0.787060457004103,0.981818824795862,-1.09808789378078,1.00737860399517,0.52638578549911,0.630241115289084,0.196042220280808,0.767564899776997,-0.731556985358354,1.42491759802594,0.870470838543801,-0.324272949307562,-0.463011195241364,-1.42553750340886,1154608
1.28049653327086,0.952066697046514,0.0542626943511501,0.82503194633602,0.0159257162388231,0.369200842233696,-0.297407344844468,2.89609817354974,-0.986418107737741,-0.0328006968377361,-0.558989805965945,-0.0632898122516204,-0.180811935613378,0.585400914171491,0.920369775945201,-0.247355646896778,-0.85339216654636,-0.463011195241364,0.608316984554424,1181124
1.64129793827272,0.730707021701294,-0.135319361663534,1.46557078626258,1.72474581332141,-0.525500676226492,0.473770382478852,0.968946832082481,-0.360614110806912,-2.8363054129394,0.701040400159021,0.425031681866254,-0.50439443547185,-0.579525775502654,-0.613323218543521,0.515532270730367,1.07914557126953,-0.463011195241364,-0.529516320933344,1183075
-0.458228363792898,-0.388228755804,0.105560836518323,0.655516726925213,-0.436420363466761,-0.051936827275625,-0.925435679272736,-1.02059204074522,0.593422548357042,-0.121835545775956,0.127243503328126,0.310910654121604,-0.463636097616629,-0.265090526459257,-0.975398440468809,0.843427999853993,1.12404206939337,-0.463011195241364,0.436717327812067,1232870
0.1396104376246,0.153430801556624,1.0862538165163,0.432120242603389,0.518607622556587,0.0397971303937194,-0.32114572448526,-1.4647635023388,0.489305584783282,0.0836468263886862,0.390131154830319,0.241470116050527,-0.420459994446555,0.0872455028356493,1.64993384863348,-0.0652269176967142,-0.467350013759785,-0.205264713545995,0.817302043438626,1279943
-0.209564862005007,-0.552993831554433,0.072951492310271,-1.01716731980651,-0.752205775381323,-0.247717658107902,0.0944469245080589,0.488582000441093,-0.56712644597936,-0.621665361906991,-1.52053444218795,-2.9046460476825,-0.692196451239283,-1.13010790899907,-0.37409729345137,0.157570662511457,0.325778492473494,-0.463011195241364,-1.496724338493,1329352
-0.0507225658878753,-0.603327620828842,0.386601488543973,0.530045984227991,-0.524846751713554,-0.106635744784391,0.822519209344416,-0.252513099349722,0.360741229407191,0.580803276215633,0.422703175678132,0.153758328878682,1.00895566696003,0.869648293892499,1.3663676773943,1.00490929824567,-0.333908387717043,-0.463011195241364,-1.94902261445572,1330263
-0.827246529542077,0.167508266395981,-1.09106355062181,0.801097889957541,-2.05361540629711,-0.623816100504881,-0.0387167694057943,-0.559409589334446,-2.20592468857671,2.73909635307624,-1.31394911189451,-3.22398038254955,-0.467779286455768,-1.0096264862866,2.22938716678224,-1.54002226135508,-2.28117523702144,-0.463011195241364,-5.40349837940227,1364384
0.914690288319695,1.119144326627,0.108443626922268,1.38752180497824,1.88752604793586,0.0853789582956797,1.37723494713289,-1.55130247908599,-0.0615328433530532,-0.0635862432915583,1.11951121857603,0.629254549620324,-1.4172316455231,-0.879495816356243,1.49698985670267,1.57465043081423,1.16423321813619,-0.463011195241364,-0.811673947394069,1386095
-1.06871917544613,-0.882265712365674,0.278955786087273,0.487450341461495,0.171887736349313,-0.898203236206686,1.25973906360608,-1.56484272446936,0.107831211866264,-0.877238667549086,0.638479028134736,0.193032830470703,-0.628467138308883,-0.903637309005509,0.233181827830536,1.24183812417901,1.4153976435211,-0.35557318551721,0.196760633155414,1458656
