"mkm6d_ptv_original_shape_Flatness_250","mkm6d_ptv_wavelet.HHH_firstorder_Median_250","mkm6d_ptv_wavelet.HHH_glcm_ClusterShade_250","mkm6d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_247","mkm6d_ptv_wavelet.HLH_firstorder_Median_245","mkm6d_ptv_wavelet.HHL_firstorder_Median_245","mkm6d_ptv_logarithm_glszm_LargeAreaLowGrayLevelEmphasis_245","mkm6d_ptv_wavelet.HLL_glszm_LargeAreaEmphasis_242","mkm6d_ptv_wavelet.HHH_firstorder_Mean_238","mkm6d_ptv_wavelet.HHH_firstorder_Skewness_238","mkm6d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_235","mkm6d_ptv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_233","mkm6d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_232","mkm6d_ptv_wavelet.HHL_firstorder_Skewness_228","sub"
1.35119706091473,-0.129115769611083,0.143028380497395,-0.0602383733209115,0.333638244177672,-0.133307457275957,-0.232046287521684,-0.202844533165934,-0.164692740782761,0.40008481359759,-0.0168094880618759,-0.186193982689451,0.599897154006161,-0.457879874005386,1085983
0.110236965876068,-0.644245217858343,0.142709555362943,0.83913079839351,-0.623259121860081,0.225292134623093,-0.0941611942961506,-0.215666588351297,-0.155887420791233,0.54294100088016,-1.0492049620687,-0.195297918221742,-1.87312586604442,-1.01594446159408,1125173
-1.53027357938603,0.171917651322949,-0.136241703560217,0.0239409512553516,-1.48962582926771,0.817889494321903,-0.246129093579123,-0.219638583614008,-0.845690533875101,-0.243058056182929,1.30339985068694,-0.200758848093657,0.169800567628602,-0.735458696648181,1154608
0.884728474582034,-0.0296463060152168,-0.39931882248631,-0.338667559133816,0.00589367567066152,-0.289170487564419,-0.247547798983691,-0.184463751041668,-0.704177972231683,-4.42075342294508,-0.411704283480629,-0.158623656508189,0.714753425494241,3.78877230951311,1181124
0.245789447239916,1.4553960431536,-0.230086326521775,-3.05487053953204,-0.186700654271927,-1.07135789012045,-0.205781359151639,-0.216637628732361,2.38619050852052,-0.240706223553249,-0.192091090820125,-0.205482990286255,0.63950358823463,-1.00317576357521,1183075
0.0380830206982791,-1.49404901107006,0.13171399815629,-1.45756891398797,-2.58344488100916,-1.1359099373495,-0.207048518708306,-0.206703415034089,-1.05912039395993,0.248160076404814,2.73244312260439,-0.164152734412683,0.153761852949158,-0.643649211050079,1232870
0.194384973611451,-0.152224497154168,0.118977335726934,-0.8178637587333,0.283836654123178,0.726095874878769,-0.0909561906055269,-0.165489895310126,-0.364276347554088,0.234936869940076,0.225271719731668,-0.165840310691287,-0.11304614455915,-0.816650782533667,1279943
-1.02730961234489,0.125270805312037,0.750587303728288,1.15506202808574,0.645344633698898,0.170867640357532,-0.236962137400706,-0.208270787761277,0.331949257348396,0.500169077285277,-0.614898176569194,-0.20203307190334,0.135229115114603,0.0690307590347306,1329352
-1.32400921503537,0.327626691167409,0.0807200297707309,1.1778187271771,0.392162921189907,0.608349608698512,-0.240004935902506,-0.182747431886678,-1.20887465759997,-0.47067443707276,1.52594800182358,-0.152219133410111,-0.566252521980667,-0.0652706156944801,1330263
-1.15899980052833,-0.401288298797519,-0.0764955265746936,-0.0890868802584465,-4.06770467320374,-1.10886855233425,-0.245297104621169,-0.228394506604401,-5.0745791006973,-0.768569440302223,1.03392610851133,-0.205562453090441,-0.397776502205784,0.220818651071472,1364384
