"mkm10d_ptv_wavelet.HHH_firstorder_Median_250","mkm10d_ptv_wavelet.HHH_glszm_SmallAreaEmphasis_250","mkm10d_ptv_wavelet.HHH_glcm_ClusterShade_244","mkm10d_ptv_original_shape_Flatness_243","mkm10d_ptv_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_243","mkm10d_ptv_wavelet.HHL_firstorder_Median_242","mkm10d_ptv_wavelet.HHL_firstorder_Skewness_242","mkm10d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_241","mkm10d_ptv_lbp.3D.m2_gldm_DependenceVariance_235","mkm10d_ptv_wavelet.HHH_firstorder_Skewness_233","mkm10d_ptv_wavelet.HLH_glcm_ClusterShade_231","mkm10d_ptv_lbp.3D.k_glszm_SmallAreaEmphasis_231","sub"
-0.142028555780696,0.0357944862097848,0.150684985865339,1.35119706091473,0.0480831549285562,-0.106206613621842,-0.487732676989452,0.0213284435657122,0.854707482893601,0.432359833244614,-0.38357566451301,-0.493206121839722,1085983
-0.579797355234203,-1.99135581742158,0.167407884181206,0.110236965876068,-1.08189481959638,0.100192011233177,-1.04084803025569,0.867537008017687,-0.288468896393,0.561713242243167,-0.414459391892067,-0.442149866048962,1125173
0.16276861501922,0.56335326768037,-0.159734342358955,-1.53027357938603,2.36359944819031,0.790679995509138,-0.722587801584973,0.0458887547123992,-0.222415682239451,-0.235327728887102,-0.109830898967291,-0.85883716147398,1154608
-0.0808380314806613,0.20792397049861,-0.430074211429006,0.884728474582034,-0.456239846948622,-0.240390262020033,3.86099079039821,-0.474944953558326,0.263823176144639,-4.70421650240846,2.06060941522832,0.690715283628289,1181124
1.63200215667341,0.256822141904332,-0.160768018070567,0.245789447239916,-0.053397579961433,-1.13252397669184,-0.835098135228685,-3.11724184648052,-0.616422405308335,-0.266680393771572,-0.233776689143293,-0.653819338829207,1183075
-1.46648801474491,0.569843973169614,0.158338732468196,0.0380830206982791,3.1676741560288,-1.22038084733116,-0.701577911893563,-1.62588995876177,-0.245243984037087,0.237597693465274,0.0287638621531713,-1.28537503222278,1232870
-0.0356549413985031,-0.00958999738588521,0.12850350291612,0.194384973611451,0.355006304796238,0.616388353542115,-0.838633301711094,-0.664432450152351,0.174937937567034,0.266293345423217,-0.397479568521677,0.232947069530363,1279943
0.112954916949846,1.14315517495519,0.61971789812023,-1.02730961234489,-0.654950076967819,0.079731972688205,0.169779148913448,1.10759447533962,0.0232941431828969,0.47777344503563,-0.327947686891461,-0.0889084184496515,1329352
0.227097991062314,-0.736076209740653,0.0933580244232594,-1.32400921503537,1.79024132718722,0.689328377338516,-0.0210383883078728,1.06008308166931,-0.0262718841095389,-0.560172727803853,0.477639062422893,1.56386503004269,1330263
-1.01060068292763,0.08809666092927,-0.297255858133472,-1.15899980052833,1.40987596166011,-0.459049550675881,0.0852034192879906,-0.0992929681733679,-0.0497633034470521,-0.890647461676649,2.9800594306051,0.901222039706448,1364384
-0.792860782177027,-0.666882380435363,0.740528641401175,1.10959173052513,1.1757918114107,2.30558427727837,-0.807384946670728,0.280483866868845,0.422845524846308,1.46723736193142,2.37948007056038,0.285507735939927,1386095
