"mkm5d_ctvper_original_shape_Flatness_249","mkm5d_ctvper_wavelet.LHL_gldm_LargeDependenceLowGrayLevelEmphasis_238","mkm5d_ctvper_wavelet.LHH_glcm_ClusterShade_237","mkm5d_ctvper_wavelet.HHH_glcm_ClusterShade_235","mkm5d_ctvper_wavelet.LHH_firstorder_Skewness_233","mkm5d_ctvper_wavelet.HLH_glcm_ClusterShade_233","mkm5d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_230","mkm5d_ctvper_wavelet.HLH_firstorder_Skewness_227","sub"
1.40288253780765,1.30631347867031,-0.15282204208826,0.178142592903098,-0.29719489698202,-0.414925475155726,0.0849205821052907,-0.913980713284461,1085983
0.200657181245088,-0.414738526244395,-0.123615829437563,0.0699833429927482,0.385075932377644,-0.340450605046014,-0.482497436257716,-0.334736728716917,1125173
-1.31277195749427,-0.250650013195134,-0.113651508950357,0.00404503974144593,-0.00896684622622796,-0.4516953818033,0.077134326214232,-0.899334483805635,1154608
0.850921800261826,-0.492742190387659,-0.074445090649572,-0.36921231555197,-0.182415587214181,2.03952536485672,-0.379532976544865,0.654088285868584,1181124
-0.460845108394831,-0.050803702177771,-0.134254497159336,-0.746416438973231,0.173271137371046,-0.0213589828362337,1.11229942180896,-0.099286336445576,1183075
0.0637789562715629,-0.131599379823778,-0.176997039045629,-0.0315650140459438,-0.675243422204755,-0.36858031321959,0.509953595270311,-0.514826311294151,1232870
0.346969164738446,-0.560050571304784,0.0778525954915942,0.0209898202123363,1.16447352869513,-0.363880059041815,-0.371057395894511,-0.228533632184373,1279943
-1.00254485212489,-0.543327593093007,-0.0761624756391231,-0.518581218497879,0.366053452690032,-0.273199482433571,-0.295009137475435,-0.240570251961289,1329352
-1.39734278488104,-0.313462569658368,-0.10619869321563,0.0817517821817425,-0.361120780206453,0.620425693479983,-0.405893267956806,2.06175918324025,1330263
-1.21982328972274,3.37303985697808,-0.365002254272607,-0.419756177260949,-0.843725168199377,1.2114298413149,2.39018308630004,0.551892868633575,1364384
1.07223304739818,1.83568644588556,-0.250262393060752,0.124732164722167,-1.23208459741952,2.07338023126986,0.123266977420893,0.916297018968843,1386095
-1.33500992228802,-0.460349789640545,-0.0899462976457809,0.218011789118899,0.0652490224776997,2.9086631427159e-05,-0.482122876006431,0.381245735424985,1458656
1.28943635094053,-0.245146723618544,-0.188698005786521,-0.0463670714649652,-0.675423267384712,-0.354233283819899,-0.336467837411236,-0.41876645883156,1485662
0.25612905997972,-0.25021908735857,-0.0796544733050735,0.107083626595168,-0.125273356783447,-0.374997202702092,-0.306283556845398,-0.653922024636987,1497807
-0.279562392966169,-0.389164694127247,-0.10837787278264,0.00531848916879566,0.443181025686172,-0.212250065846904,-0.366159128184916,1.61000740834199,1501387
-0.185636882527467,1.85540367268967,-0.0214851520437984,-0.0177777279776288,1.31948410826246,-0.358205906714707,0.150091873831428,-0.278383988962886,1518948
0.678629184022361,0.596087258475855,-0.159323703746408,-0.0994076913288628,-0.406818007212493,-0.39325634638334,-0.190323021368315,-0.735899442928478,1526417
0.10258433408281,-0.519573121310651,-0.263079711288834,-0.10938677157962,-0.505357022344254,-0.314419174339042,1.34453052419089,-0.0952848631641734,1565177
-0.342560029586958,-0.337963395271139,0.231834534386881,0.0306041004298369,0.488132085729805,-0.30444409460808,-0.488173609616751,0.662367523830268,1606693
0.227075679172601,-0.170352686821225,-0.173653137578391,0.00628661623512589,-0.553133149152951,-0.376619979608658,-0.355489802462111,-0.592263465598175,1612262
0.756583441350814,-0.442285362744872,1.1337288453329,-0.0094109141750238,1.40728659818706,0.556517832572919,-0.317275769133816,2.75367825790398,1614566
-0.477547366892062,0.323242857728574,-0.189507032997852,0.0102974566364046,-0.964818192726444,-0.413068059490917,3.04532584748168,-0.98885346048303,1644034
-0.722019263579097,-0.0705792094383012,-0.186489166311762,-0.78397594609948,-0.786190847141934,-0.370144186285529,-0.29021193101045,-0.557181090795373,1668599
-0.207693396289046,-0.253235943977233,-0.117888283530369,0.0990590024703722,0.0275961443046029,-0.495133042660592,-0.0786474578926381,-1.03267584325404,1671370
2.0424851190512,-0.470355142983109,0.151303970593853,0.0218768819270517,0.061875620082371,-0.724362106609202,-0.0730424730878047,-0.742739650207967,1684230
1.04076952396377,0.0670845001550075,-0.180075747972921,0.0296785500969988,-0.283314613230917,-0.325687640007953,0.342609819439776,0.390357568328226,1692385
