"mkm2d_gtvper_wavelet.HHH_firstorder_Skewness_248","mkm2d_gtvper_wavelet.HHH_glcm_ClusterShade_248","mkm2d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_247","mkm2d_gtvper_original_shape_Elongation_245","mkm2d_gtvper_lbp.3D.k_glcm_ClusterProminence_237","mkm2d_gtvper_lbp.3D.m1_glcm_ClusterShade_233","mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_230","mkm2d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_226","sub"
-0.179219467484782,-0.0726214862591246,0.223209080533121,1.02769013153375,-0.176763302946478,0.980035619107046,-0.141177420374645,-0.252023776194179,1085983
0.33203676752623,0.115342277014241,0.0376413956542088,0.903315011727641,0.39936033103676,0.149305349556478,0.174570232692934,-0.269370319607931,1125173
0.901480776668428,0.600041042003285,-1.59121535366359,-1.09125817683295,-0.750016479233202,-0.956615066912506,-0.916470972184284,-0.22750635448796,1154608
-1.47902422644237,-0.0620789782935247,-1.33547159111605,0.128547106063381,-0.499955263561685,-0.199549845289033,-0.586035181573528,-0.144894388794833,1181124
0.393142502058056,0.089032011527003,0.779140857906109,1.3884677017123,0.211942449065114,0.384271341651011,0.585470620372714,-0.258992471999687,1183075
0.281801115664838,0.0352533088719217,0.500524576972817,-0.515882743954256,4.23114651842954,0.190454838946496,0.196221840439324,-0.216426808382517,1232870
0.120301526101586,0.0520364945090079,-0.0413610356420816,0.0607759317154871,0.386223381950284,0.186912602951459,-0.472579540835119,-0.259457879326322,1279943
0.19686934630744,0.336725458796603,-0.13642207609902,-0.201139121923733,0.276191941218177,0.776703502953194,-0.391155050375026,-0.262209544923676,1329352
-0.291677208151436,0.0789423395427657,-1.04930940418162,0.300674203552877,0.335721910962575,0.397879652124694,-0.418956485206343,-0.199505622450673,1330263
-0.594631495380172,0.141204838128529,-1.30980009887507,-0.778798785706111,-1.36876940106878,1.36501022632962,-5.87493759218587,-0.24494138812341,1364384
-0.937747787772455,-0.597041007451073,0.868359372011783,0.550834506291019,3.61688604866611,0.557739010716914,0.776306444957867,-0.253155960120888,1386095
0.29221870158827,0.167071076682009,1.1888475461462,-0.929661778444626,0.4051086553565,-0.313304739135719,0.716377598019656,-0.272388455962318,1458656
0.139223067474274,0.095140994574413,0.58043843237471,0.705670136509656,-0.537951424718382,0.151757445548028,0.620465279400482,0.219292982664119,1485662
-0.741429808513468,0.0768853667000677,-0.484875351292802,0.275885909030906,-0.696304618638854,-1.34797940254595,0.141989301620066,-0.227008664365344,1497807
-0.320756949783571,0.0644438405099943,0.114423079202516,0.100023363668544,-0.702128143235801,-0.521413126674721,0.309081915853077,-0.250990320314175,1501387
0.780097066964993,0.348811601117347,-2.51844292852286,-1.34544525662363,0.0858258471308263,4.74546024936744,-3.59216593381172,-0.258071877785693,1518948
0.753914014144808,0.788278828499972,-0.324118267162658,1.51096136027969,-0.620458009151121,-1.5631250553487,-0.391210347203215,-0.26154939343464,1526417
0.961508728366188,0.520474850869664,-0.524461200443615,-0.131026322266124,0.081127992328596,0.578366719889989,-0.481102831561923,-0.268873315795836,1565177
0.16857452600635,0.0632889895772969,-2.65259109065917,-0.149223694264323,-0.0750553682231522,-0.889465482753769,-1.93139686114594,-0.114548813843196,1606693
0.0154912985623159,0.0694029623167726,0.552982076567507,-0.293846978593448,-0.178911687648749,1.27086780301062,1.30477734065105,0.12649564172291,1612262
-2.45856836111107,-1.08325946614923,-0.390467387836031,0.92214904460807,-0.694764226965125,-0.608631976761611,-0.00722437924086764,-0.266811103947187,1614566
0.118799528621143,0.0894449053478337,1.53413920077826,-0.581795491472504,-0.81693257036878,2.17021232402486,2.04808434583644,1.59013347409356,1644034
-0.351562588891386,-0.351447147564369,-0.700997957526334,-1.66776710866579,-0.593563939032385,0.417974748882612,-1.22991782682115,-0.265870398955361,1668599
