"mkm5d_ptv2_wavelet.HHH_firstorder_Median_250","mkm5d_ptv2_lbp.3D.m2_firstorder_Maximum_250","mkm5d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_250","mkm5d_ptv2_original_shape_Elongation_249","mkm5d_ptv2_wavelet.HHH_glcm_ClusterShade_249","mkm5d_ptv2_original_shape_Flatness_247","mkm5d_ptv2_wavelet.LHH_glrlm_LongRunHighGrayLevelEmphasis_245","mkm5d_ptv2_lbp.3D.m2_gldm_SmallDependenceEmphasis_245","mkm5d_ptv2_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_244","mkm5d_ptv2_wavelet.HHH_glszm_SmallAreaEmphasis_243","mkm5d_ptv2_wavelet.HHL_firstorder_Skewness_243","mkm5d_ptv2_wavelet.HHH_firstorder_Mean_241","mkm5d_ptv2_wavelet.HHH_firstorder_Skewness_241","mkm5d_ptv2_lbp.3D.k_glcm_ClusterShade_241","mkm5d_ptv2_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_236","mkm5d_ptv2_wavelet.LHH_firstorder_Median_235","mkm5d_ptv2_wavelet.LHH_firstorder_Skewness_232","mkm5d_ptv2_lbp.3D.k_firstorder_10Percentile_232","mkm5d_ptv2_lbp.3D.k_firstorder_Range_229","sub"
0.0797170073153924,-0.46184094899599,-0.75067132573258,1.01806690669307,0.252122626163948,1.37792999372443,-0.697538768129293,-0.709052258517838,-0.108124104579793,-0.107223824283117,-0.461028851824995,0.449319844871668,0.52865151608199,-1.3174465320044,0.700770446651791,0.451208982430494,-1.35980236645336,1.48669353059933,-0.234692595895689,1085983
-0.587090177937175,-0.349689724282936,0.156173746807608,1.23435282731084,0.308659920587331,0.23240611901754,-0.00525663939467992,0.147751866267661,0.204743115245768,-2.04798316488005,-1.78550143024255,0.620991373815867,1.1087532493709,-0.509647850022087,0.0268213317698962,0.101714117138921,-0.821422897709904,-0.263933975276654,0.544994499378398,1125173
0.385053913027859,-1.15042250161714,0.545207128237452,-0.162581048667446,0.196723719898914,-0.539354981104675,-0.396337657789906,-0.38558952561816,-0.253171653502129,-1.01766473857609,-1.10849208880171,0.727957066181963,0.642969566512728,-1.12037860461026,-0.661434041476438,-1.86895691442249,-0.796103274422074,-0.586312577560118,-0.238169116178233,1154608
0.014647697244564,-0.46184094899599,1.70357295789753,1.28049653327086,-0.0455380669700931,0.952066697046514,-0.413265808871674,-0.636854695484896,-0.42847612035052,-0.157610196414078,2.71229213955591,1.14813692511059,-0.400071802329511,-0.408557944998386,-0.806632815732289,-0.0465342222928492,0.612390430584404,0.359539149115041,-0.268449045220701,1181124
-2.40073500907524,-0.46184094899599,0.262653530805037,1.64129793827272,0.491550963645637,0.730707021701294,-0.705478317831802,1.49418324512502,3.21258570952667,0.929610005768556,0.707338047733266,-1.78115090667046,0.746927102764656,-1.06845751374307,-0.0161242855894138,1.65072270919966,-1.23142230766618,0.133374526785919,-1.34370702077764,1183075
-0.376631904593241,-0.46184094899599,0.817882281951143,-0.458228363792898,0.22360631719339,-0.388228755804,-0.780469241680606,-0.011851391867499,-0.183343070796565,-0.640818929433505,-0.976600905742146,2.10449770302782,0.0395185303756111,1.709884084379,0.181436892321897,-0.534021807269073,-1.04224716772385,0.385444876376642,-0.461941957818735,1232870
0.104414917301691,-0.192787346254896,0.989206607971354,0.1396104376246,0.22787165942794,0.153430801556624,-0.500099168434493,-1.96744018303311,-0.225302961754937,-0.0134653335464556,-1.4016305171395,0.593703795097998,0.345952714199378,0.00176849994985817,-0.0281575046394213,0.625561986442012,0.0157721250357559,0.0693487192488281,0.410906344561655,1279943
-0.737745665867889,-0.46184094899599,-0.187777570148005,-0.209564862005007,-2.70738457380874,-0.552993831554433,-0.0525710307845923,-0.0930857033721807,-0.143368563519652,1.24972705280678,0.407722497525157,-0.0936646228385777,-1.37389932119476,-0.243595272472225,-0.491589104417559,-0.650818222733272,0.628924968771387,0.247208961666318,-0.112222925335814,1329352
0.652027368190933,-0.46184094899599,1.47206415221474,-0.0507225658878753,0.0800127148216368,-0.603327620828842,0.120926305696027,-1.87887376277562,-0.510901351275199,-1.41819962396451,-0.293020335771355,-0.143741453180492,0.323277295463328,0.744240913341551,-0.784099029377199,-0.44658282809659,-0.0344020592850615,-0.639655505712816,-0.134294729109606,1330263
1.5436723157706,-0.46184094899599,3.72594306678827,-0.827246529542077,-3.45268676247395,0.167508266395981,-0.0616504960052829,-0.663346679083152,2.01738646246987,0.320650456825666,-0.541075348057457,1.99257041602409,-1.50705975697421,3.35841692933711,0.339579618996446,-2.26795289581006,0.920149404062876,-1.94472288037294,-0.786349098002944,1364384
