"mkm5d_ctvper_wavelet.LHH_glcm_ClusterShade_230","mkm5d_ctvper_wavelet.HHH_glcm_ClusterShade_229","sub"
-0.15282204208826,0.178142592903098,1085983
-0.123615829437563,0.0699833429927482,1125173
-0.113651508950357,0.00404503974144593,1154608
-0.074445090649572,-0.36921231555197,1181124
-0.134254497159336,-0.746416438973231,1183075
-0.176997039045629,-0.0315650140459438,1232870
0.0778525954915942,0.0209898202123363,1279943
-0.0761624756391231,-0.518581218497879,1329352
-0.10619869321563,0.0817517821817425,1330263
-0.365002254272607,-0.419756177260949,1364384
-0.250262393060752,0.124732164722167,1386095
-0.0899462976457809,0.218011789118899,1458656
-0.188698005786521,-0.0463670714649652,1485662
-0.0796544733050735,0.107083626595168,1497807
-0.10837787278264,0.00531848916879566,1501387
-0.0214851520437984,-0.0177777279776288,1518948
-0.159323703746408,-0.0994076913288628,1526417
-0.263079711288834,-0.10938677157962,1565177
0.231834534386881,0.0306041004298369,1606693
-0.173653137578391,0.00628661623512589,1612262
1.1337288453329,-0.0094109141750238,1614566
-0.189507032997852,0.0102974566364046,1644034
-0.186489166311762,-0.78397594609948,1668599
-0.117888283530369,0.0990590024703722,1671370
0.151303970593853,0.0218768819270517,1684230
-0.180075747972921,0.0296785500969988,1692385
-0.159612962523416,0.0771390467278088,1720713
-0.141547939837992,-0.0185809281895575,1738800
-0.14342577824969,-0.389898039300771,1740845
-0.169667965897459,-0.422570383735985,1742294
-0.156515185066913,-1.73162007211088,1767700
0.395650992097369,-0.0970594925267888,1768972
0.663367021715505,-0.102787174061198,1889409
-0.144317644679997,0.0222718352689523,1915938
-0.0592223385689552,-0.0723402377220091,1916742
-0.0453892967917362,-0.0140653988572824,1919296
0.194515996482452,-0.0442823334289591,1926770
0.27930809943437,-0.00649868305867647,1938156
-0.168340426972251,-0.0932210539269296,1938561
-0.223653573754413,-0.000100407386621976,1966316
-0.135971673190315,-0.00443431769069868,1967281
1.93975734280299,-0.395479204009789,1973544
-0.247672653219504,-0.267279890278553,1975401
-0.204277533411165,0.000499073205860537,1976407
-0.219637021409442,0.11387840079494,1978972
-0.21238974436821,-0.0164032547973849,1979045
-0.161813436450385,0.00765224974393934,1979422
0.1354057065756,0.116002848635057,1980052
0.739452870787635,-0.046630506792399,2001182
-0.181744670379391,0.792268711305205,2002465
-0.287928433111438,-0.0612041826963848,2004451
-0.12572791675678,0.148994492409518,2006164
-0.227314328482074,0.122566478279953,2007309
-0.1591264344292,0.00388256352456614,2009915
-0.105259263741598,-0.397685041896117,2010259
0.19509994130666,-0.321943591314602,2010554
-0.040566324883186,0.0567374908615765,2026671
-0.197499147231976,-0.286880751901509,2033049
0.0325435363488928,-0.0205608437449684,2034136
-0.159852613536118,-0.00924729740577713,2040495
12.2368312266891,-1.72111425595413,2047354
-0.168693409681642,-0.277460585133683,2051378
-0.136749767874555,-0.123911168416849,2055667
-0.138022118923141,-0.0694563747961642,2057358
-0.18568719858663,0.217303136583991,2059713
-0.196826013579372,0.0138663027501504,2069079
0.962483978746564,0.0152698036828183,2070958
-0.113954613446274,-0.162463141626536,2072215
-0.164531052815768,0.0119457424256225,2075832
-0.14397686422529,-0.10477215372058,2075846
-0.156346480791881,-0.0845840444710848,2076301
0.485411839891768,-0.217452380974965,2078198
-0.00356996894817382,12.2877547446448,2078899
-0.00842711653761863,-0.0484558076059081,2085349
-0.420743133364065,1.2832935155623,2086044
-0.149559708836339,-0.0044767535292515,2091555
-0.150367691859574,0.00412163370322532,2092954
-0.0684674722357829,0.110983640626697,2096627
-0.409911718564504,0.804909127333429,2100050
-0.153335956809456,0.00332667570596163,2108003
-0.142121581383113,0.148666838025373,2109902
-0.0965942241219022,-0.00976714745545729,2110540
-0.215692541905685,0.0835886149024287,2116787
0.153419222392616,0.0275585287594089,2119177
0.315950233327116,-0.15670100430811,2131601
-0.0722673479839766,0.525554237810377,2132424
-0.14609154611942,0.0957116422608992,2132982
-0.00168776824600761,-0.11375080590098,2133204
0.514503181848821,0.645156667528829,2133380
-0.277186868661843,-0.142276131521158,2134220
-0.0511943615738351,-0.336637109596926,2135748
-0.234296066014144,0.593819194272826,2137799
0.0190727957535307,-0.0965354647866545,2138375
-0.204800312047594,-0.538898762818171,2138678
-0.0978982484334074,-0.351760618221752,2139733
0.168650358150104,0.0153717153814091,2141116
-0.216396188716332,-0.847302048200443,2144796
-0.105565365758612,-0.266072177934557,2145166
-0.216423332706578,-0.114976924946234,2145694
-0.154932274014858,0.313018344881487,2146138
-0.156195559147426,0.0548900698210539,2151024
-0.154504171577122,-0.00722127187084376,215131
-0.0297507515698148,0.227676070040164,2152442
-0.0685794303260552,-0.00542444553341847,2157529
-0.215161342806302,0.0309203910342485,2158101
3.02951153071947,-0.0113011349702414,2158329
-0.172492991494208,0.0116964170957467,2168082
0.0489106032288807,-0.0201229455841089,2172217
0.189878159574774,-0.13386793530247,2176530
-3.71229151190682,-0.078178214777586,2176784
-0.116550350212562,0.684264965405866,2181724
0.0131522646762869,-0.032850669061232,2183291
-0.139203932394806,0.391543614575965,2183356
-0.155750419473048,0.100709349510825,2185290
-0.155699816917018,0.241601285409419,2186951
-0.0151327104545702,-0.0892317660204345,2196212
0.463014188691245,-1.12096681181938,2199403
-0.248043560229976,0.441070085832695,2200416
-0.163838613224408,0.0074118440172247,2200813
0.498383906324915,-0.349312548055624,2205389
-0.0732802707127615,-0.142572050812065,2212664
-0.123122695198877,0.117426366883148,2217034
0.118458922809044,-0.00504028139765141,2218615
-0.949909182106464,0.00105798092489118,2219842
-0.365648844194829,-0.336901585333439,2224150
-0.150981788033326,0.00674850857000405,2228399
-0.0721096753113566,0.624513559658198,2228400
-0.141014404425815,-0.457490278530338,2234271
-0.0515675244871152,0.659124799053355,2234422
-1.62208642304093,-0.095159127614375,2237571
0.132166919823896,0.0330776281082624,2244172
-0.145989502332931,-0.307973260915836,2247869
-0.160386389221573,-0.00952459966678055,2250648
-0.202640527834426,-0.0352622319713845,2250836
-0.164048002611247,0.115973005907987,2267382
0.119317208901692,-4.94423947559018,2269346
0.281819013062759,-0.546406599869276,2271329
0.0272571559091053,-0.0187321882248266,2274521
0.157818233353494,0.0145888344457836,2276121
-0.193629706657771,-0.0434124209967671,2278618
-0.226925295031725,-0.293796010291752,2285214
-0.155872382636967,-0.0197938227445649,2286108
-0.126932896726366,-0.0220132386096677,2293123
-0.249836736089259,-0.052698199508497,2294852
-0.052375564118154,0.00748033084677752,2294873
-0.113480997940452,-0.0166482164780267,2296332
-0.125805313065583,-0.0414025105272299,2305114
-0.0774325593914677,0.101938231083032,2305115
-0.163831072591398,0.0527012985572405,2306459
-0.087075640233049,0.0773598223783669,2306893
0.12133938919174,-0.0347591853766719,2317120
-0.177930682696789,0.0114087311648763,2319068
-0.100106864410484,0.0249730821903176,2321962
-0.15315504600399,0.0147313498755664,2331869
-0.115913184884517,-0.00471156640503385,2336735
0.000303925176618659,-0.0638698864883691,2339674
-0.100251828062634,-0.0625548701596316,2340155
-0.200902838510557,0.619030593309716,2340322
-0.15872637514302,-0.279244800318193,2350037
-0.158577437252894,-0.00432298333767868,2352038
-0.403382111442269,0.00323741231871214,2359944
-0.0246784649077184,0.00696444609361426,2381907
-0.213315515076456,0.615582426137537,2393207
-0.0874733129155084,-0.123296595668779,2395415
-0.106992932890707,-0.00704848018187281,2395943
-0.11751168644707,-0.045448696208062,2401405
-0.128067438373277,0.0338093089329029,2405144
0.361001603248606,-0.290711328667456,2414406
-0.0811073576858832,0.106316262566372,2419459
-0.157177365620028,-0.0408221985530205,2425694
-0.151069109039919,-0.00192830019137835,2426863
0.171875810360365,0.356208191063517,2430773
-0.146567643090977,0.100713251347638,2439458
-0.218592012887572,-0.015716754378146,2443354
-0.13191714695721,0.0957402732501206,2445526
-0.139231182789719,0.038734391575741,2448298
-0.299804885717074,0.191263712008891,2453577
-0.193215166198822,-0.144144957986407,2474709
-0.082815354316151,0.0415829597500823,2480056
0.0967163857804049,-0.45110851413433,2480330
-0.197500218886411,-0.121017398199231,2487135
-0.140451034520709,0.0435097044257702,2488660
-0.150487915056401,-0.0242898746080442,2490180
-0.161684339461469,-0.00435305510261818,2493534
-0.178704575823539,0.0208826530732808,2498991
-0.176645699039779,0.0724498183823648,2500377
-0.100658606534248,-0.195880777634379,2504802
0.0577033048642835,0.0586870964768764,2510402
-0.161334781858411,0.0297430076129666,2520618
-0.152357602351611,-0.0743202520337696,2559453
-0.297431758671557,0.0790262121964068,277752
-0.560199902515518,-0.00952686681177434,308862
2.43881260603203,-0.301573429545361,58325
0.138223997356384,-0.414781460120202,92173
0.489394500009437,-0.113472474185206,923666
-0.107722698379794,-0.351995863692364,965005
-0.0359802568828728,-0.059444248170125,983079
