"letd_gtv_original_shape_Elongation_249","letd_gtv_original_shape_Flatness_249","letd_gtv_wavelet.HHH_firstorder_Median_248","letd_gtv_wavelet.HHL_firstorder_Median_247","letd_gtv_lbp.3D.k_glcm_ClusterShade_247","letd_gtv_lbp.3D.m2_firstorder_Kurtosis_246","letd_gtv_wavelet.LHH_firstorder_Skewness_245","letd_gtv_original_shape_Sphericity_243","letd_gtv_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_243","letd_gtv_logarithm_firstorder_Skewness_242","letd_gtv_wavelet.HHH_firstorder_Mean_242","letd_gtv_wavelet.LHL_firstorder_Skewness_238","letd_gtv_wavelet.HLH_glcm_ClusterShade_230","letd_gtv_lbp.3D.m1_glcm_ClusterShade_228","sub"
-1.07505543658741,-1.04156429003104,0.0643391097886374,0.0152069302115136,0.732134017341063,0.731460980466797,-0.111055482792093,0.165966156322838,-0.182002760054547,0.599797098763598,0.0689832646200252,-0.298737796752966,-0.00168770745776087,-0.71466584811961,1916742
0.724369989837638,1.51083038228316,-4.38982042633314,-0.668626893510697,-1.73331564412955,0.015457394937303,-0.135041392757616,2.13241691337061,-0.131033245531513,0.710967562243897,4.24659737179979,-0.866217382299228,-0.157814382944319,0.750811090724207,1980052
0.465868682838081,1.24261732565142,0.127580073499964,0.0795190962225946,-0.6583461860982,-0.261150078252303,-0.163275346234679,2.02059680309164,2.07641910299575,0.270111769353972,-0.201658228881588,-0.496547081834854,-0.0574059205721369,-0.145764336925578,1926770
-0.715320796197588,0.248450787040014,0.232818224309065,-0.700424415699447,-0.961907228081948,1.53095967601442,-0.113210249431608,0.0649160218972702,-0.177019872441793,-0.74463067298726,-0.0947497945710185,0.427152776683301,-0.0725270788914689,-1.33911448543428,1979045
0.522149898909086,0.132235205884603,0.064710627527921,-0.21500264237097,0.569116097529087,0.26166290526478,0.0690113547114376,-1.45073041743816,-0.181299242771055,1.42043402590901,-0.0480312683322406,0.891528197741407,-0.0415520470105396,-1.15721067559816,2196212
-0.534818026978808,-0.138753393804436,-0.0103507496716721,-0.185860088112096,-0.476742595266585,-0.378255873121719,-0.633195895401928,-0.0467966110737512,-0.212828290376321,1.22725597011764,0.0277571219213178,-1.75394044819171,-0.0174437396747569,-0.0686915139237363,2393207
0.430932745803,-0.953001473942068,0.042836607180131,-0.6474702508809,0.32737475331988,0.64928551349157,0.171408537219247,0.0093303139057025,-0.18983335082715,-0.556636673548201,-1.02879553793859,0.0499790071364156,0.141456186454616,-0.222439120769191,2146138
0.639406012847322,0.230554452343721,-0.330149603047113,0.409785871029817,-0.825745066281532,0.315928068961192,-0.0569911055671137,0.309586939076493,0.847561521631909,2.63100976059294,-0.31510773128721,0.129191177960769,-0.0543938660015927,-1.31843414069757,2228399
-1.72881522336202,-2.61442064818273,1.35465042910143,-1.34479107933172,0.741569527445413,0.309373154021226,0.293193647301245,-0.805701450934693,-0.186541549331648,0.431895747419092,-2.01206196298517,0.410549299641438,-0.0389280136171973,-0.923683604311217,2144796
0.636098524346544,0.583935127827547,-0.38511782625308,0.472836516281912,1.16096454496624,-1.06546045695223,0.0461232329999967,1.06314731481979,-0.213446122523863,-0.0739673782820168,0.16040306836084,0.550020101029399,-0.0354858635630244,-0.483477041023359,2234271
