"mkm6d_ctvper_wavelet.LHH_glcm_ClusterShade_229","mkm6d_ctvper_wavelet.HHH_glcm_ClusterShade_229","sub"
-0.163211027859589,0.153296166162571,1085983
-0.127450516173204,0.0286983039450494,1125173
-0.10452659832479,0.040891891211073,1154608
-0.0648993317715322,-0.398716262503197,1181124
-0.145589948907075,-0.853414882495872,1183075
-0.187718777751267,-0.0331069466142843,1232870
0.0741117781414377,0.0181377193027161,1279943
-0.0743295183454975,-0.619879939276221,1329352
-0.0934006191531722,0.0915755379309572,1330263
-0.405554156980151,-0.370309537699553,1364384
-0.273446273933329,0.0136527327958897,1386095
-0.0870786835917594,0.221336394095454,1458656
-0.187767024216799,-0.0462921238054595,1485662
-0.0842033920205889,0.123885788901647,1497807
-0.108886283779267,-0.0188218522020441,1501387
0.00511183624265826,-0.00666027231322833,1518948
-0.161233431055236,-0.0787645602565717,1526417
-0.32428926430145,-0.0842972146756445,1565177
0.247941930977018,0.0287164747750119,1606693
-0.177112604991261,-0.000289693100990114,1612262
1.23929957937195,-0.0864422299730984,1614566
-0.201095537257557,0.0146655938063422,1644034
-0.192281672584918,-0.815676356267999,1668599
-0.106494367175371,0.0669525587695327,1671370
0.160358533231176,-0.0357357366132059,1684230
-0.191148265826045,0.0275192058462001,1692385
-0.165274519850957,-0.249700399260477,1720713
-0.147636177569169,-0.0178048675850579,1738800
-0.147716260696308,-0.458765350104913,1740845
-0.154281014608089,-0.263062975715735,1742294
-0.153693151680145,-1.36638942074706,1767700
0.407531286638283,-0.105617047250039,1768972
0.687318860829505,-0.10405559818198,1889409
-0.146301670742126,0.0113447603150728,1915938
-0.0708599041003428,-0.0682241577867984,1916742
-0.0514555940077151,-0.0223937758688835,1919296
0.228886028284987,-0.0286662796317284,1926770
0.292110349015429,-0.0237211041245084,1938156
-0.174025423000131,-0.096091351610757,1938561
-0.225356462981347,0.0197360178324508,1966316
-0.136121527839844,-0.00805579216274612,1967281
2.00427120544386,-0.398084382433585,1973544
-0.258495505385494,-0.281607826810284,1975401
-0.212973303182825,-0.0298378773008609,1976407
-0.22615174988422,0.0635167779024879,1978972
-0.22464337040543,-0.0227926043566976,1979045
-0.169712842827084,0.00155381495706928,1979422
0.177903611731096,0.0851686190406433,1980052
0.736014226887666,-0.045711717832892,2001182
-0.181547843014204,0.948911569540257,2002465
-0.283786324179068,-0.0696842908888243,2004451
-0.13480341496124,0.0993380608059612,2006164
-0.235312472044327,0.137626725148381,2007309
-0.167488315364495,-0.00469834222120318,2009915
-0.103409433286296,-0.373013265277583,2010259
0.241761277989983,-0.353220553153059,2010554
-0.0555803520496246,0.0650024953010458,2026671
-0.207021031998057,-0.192876650513244,2033049
0.0287896207542054,-0.0250909434868492,2034136
-0.165354574921438,-0.0207142730927427,2040495
12.1960165464487,-1.8762727384114,2047354
-0.176391409595757,-0.236619299140772,2051378
-0.140939190885477,-0.0889536854364523,2055667
-0.142581593860177,-0.0779567451152998,2057358
-0.191856701379948,0.124953101886626,2059713
-0.204431460491726,0.0485916869517361,2069079
1.03637567263219,0.0151335620154558,2070958
-0.115012995905641,-0.179694839932184,2072215
-0.176790819211502,-0.0030256796449633,2075832
-0.149011468213949,-0.0946906153208069,2075846
-0.163671774574749,-0.100223488215098,2076301
0.497835555673836,-0.185088671670629,2078198
0.0228192520910858,12.1700805485368,2078899
-0.0130093981481661,-0.123763910913587,2085349
-0.408898539410743,1.32989560479411,2086044
-0.153305649695572,0.0112742625462123,2091555
-0.16426733071838,0.0048491956404766,2092954
-0.0649425020348135,0.110612459662073,2096627
-0.408142020477264,0.771770110079891,2100050
-0.160342098701101,-0.00739854082762009,2108003
-0.143756782501485,0.115540497757518,2109902
-0.0956439942381537,-0.0267670888517674,2110540
-0.221921599570718,0.059191100533348,2116787
0.160240561483087,-0.000830902172854612,2119177
0.338126181356718,-0.149715136332148,2131601
-0.0854213138308317,0.541100975392696,2132424
-0.155047052921589,0.104853545450153,2132982
-0.0300462810688093,-0.101183043290137,2133204
0.530009267915481,0.467316277250619,2133380
-0.286825019604632,0.0110280150124209,2134220
-0.0633348553683702,-0.167849886519282,2135748
-0.245202154308666,0.602846635806441,2137799
0.0198421782088737,-0.131102481863674,2138375
-0.207343455092552,-0.537478465968082,2138678
-0.105215724271713,-0.461740951704413,2139733
0.158796129096845,0.0179977157593799,2141116
-0.232595374650162,-0.365029220548626,2144796
-0.112864963295898,-0.27130105396546,2145166
-0.22775628410471,-0.187159299798861,2145694
-0.143878646442776,0.306079759604587,2146138
-0.16455201382693,0.0316762534635834,2151024
-0.164042287050874,-0.0152463539145253,215131
-0.0161323805500338,0.394553901477623,2152442
-0.0619124456129979,-0.0438634575955431,2157529
-0.222576514550574,0.0261877114615842,2158101
3.10265984976687,0.0017745297712988,2158329
-0.182413474415748,-0.0028561167362349,2168082
0.0670736509172133,-0.0261438551573507,2172217
0.175205141240116,-0.0954549047602009,2176530
-3.5109943163552,-0.134514112763217,2176784
-0.116218213816821,0.806841654980485,2181724
-6.23765592089382e-05,0.00437159541378941,2183291
-0.124983150760533,0.380065892528697,2183356
-0.161167286384435,0.070024895228594,2185290
-0.165848857625383,0.274728837466326,2186951
-0.0141645591910332,-0.0842899229786958,2196212
0.49277360203537,-1.1222659326123,2199403
-0.253236874385813,0.662513605030593,2200416
-0.170765232466452,-0.0150784024290791,2200813
0.520105892258507,-0.310699697384251,2205389
-0.065177731470166,-0.1467829514213,2212664
-0.129515910334798,0.084800787611898,2217034
0.14774392593179,-0.0281323110176373,2218615
-0.990763413045659,-0.0130231447975124,2219842
-0.357353267852594,-0.368484273721091,2224150
-0.156050059569445,0.00185347567733469,2228399
-0.0643463058457153,0.633543814759025,2228400
-0.162989182278893,-0.320727814446237,2234271
-0.0407411215311519,0.803048580387959,2234422
-1.75896366539495,-0.103780571448875,2237571
0.149831783841194,0.000547836107396077,2244172
-0.148735058688958,-0.13527648394952,2247869
-0.163011294588982,0.016275575679018,2250648
-0.211322016523981,-0.051248804117622,2250836
-0.161093587254254,0.0636721430857026,2267382
0.0623715387468905,-5.27483991892132,2269346
0.301615727021491,-0.504402356296481,2271329
0.045537200009216,-0.0252304524997841,2274521
0.151906199317913,-0.00391797568849272,2276121
-0.195894581195382,-0.0446307432669545,2278618
-0.241273975254584,-0.281401008593648,2285214
-0.162386328176586,-0.01912143392441,2286108
-0.134195159045067,-0.0430515748978594,2293123
-0.260906535702566,-0.0569419833512091,2294852
-0.0540385618646362,-0.021449435318755,2294873
-0.107227263561537,-0.0327201959919586,2296332
-0.137421851349419,-0.00989976611730766,2305114
-0.0892998015347142,0.00789376629961923,2305115
-0.17184692599889,0.033694911930668,2306459
-0.0869695094123698,0.0869700529087308,2306893
0.142592633874907,-0.0166488226329303,2317120
-0.189134838800631,0.00909705129335677,2319068
-0.103318264597801,0.189194078435088,2321962
-0.156798472481814,0.00633140580092176,2331869
-0.134998566604514,-0.0355430060026167,2336735
0.00737316928766495,-0.0819921928572505,2339674
-0.114263058830885,-0.0761321742159936,2340155
-0.215349625436662,0.600446497537067,2340322
-0.168572626687348,-0.164920463333221,2350037
-0.166222563605448,-0.0282043612380747,2352038
-0.421858575259641,-0.00867931127180971,2359944
-0.0252529310494907,0.00179590815295291,2381907
-0.217838742554598,0.531056917807307,2393207
-0.0962652207812344,-0.0893341320955759,2395415
-0.105628082536321,-0.0195542099374894,2395943
-0.123666144243948,-0.0522179133214148,2401405
-0.133368250338931,0.0277716177184114,2405144
0.428420643737665,-0.287772325741218,2414406
-0.0841185839758483,0.0663886711045708,2419459
-0.165854941348348,-0.0675922462418647,2425694
-0.159524366013738,-0.00860285669146013,2426863
0.216911375726531,0.303265612809168,2430773
-0.148856435146885,0.105524200998247,2439458
-0.224550530084362,-0.0111279684520492,2443354
-0.135163063599175,0.0868672711958556,2445526
-0.141315043420687,0.0325452409224599,2448298
-0.29930139624044,0.270714405006222,2453577
-0.197134653335269,-0.121356402225287,2474709
-0.0787024765849009,-0.000371856810771215,2480056
0.0858093679888762,-0.377325433660798,2480330
-0.201366787920937,-0.118436550746827,2487135
-0.13721116527485,0.0314679921296805,2488660
-0.159135141953183,-0.00263330984547296,2490180
-0.164365764830104,-0.0210783892661413,2493534
-0.192050164619101,0.0265472858919679,2498991
-0.193316169839809,0.0359699698938856,2500377
-0.102218545183133,-0.225043826744928,2504802
0.0582965971560869,-0.00377077291327363,2510402
-0.156769536655964,0.021981670789597,2520618
-0.164596069184454,-0.0298042318788651,2559453
-0.309233078317227,0.0776922432022929,277752
-0.562057561659499,-0.0129368587556847,308862
2.48686838397366,-0.313248029840457,58325
0.1292583838868,-0.390471952923691,92173
0.47008968805145,-0.102523938270615,923666
-0.110896421593101,-0.372772957728758,965005
-0.0418812824428225,-0.0566334724213868,983079
