"mkm8d_ptv_original_shape_Flatness_250","mkm8d_ptv_original_shape_Sphericity_250","mkm8d_ptv_original_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm8d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_250","mkm8d_ptv_wavelet.LLH_firstorder_Skewness_250","mkm8d_ptv_wavelet.LLH_glcm_Correlation_250","mkm8d_ptv_wavelet.LHH_firstorder_Mean_250","mkm8d_ptv_wavelet.LHH_firstorder_Median_250","mkm8d_ptv_wavelet.LHH_firstorder_Skewness_250","mkm8d_ptv_wavelet.LHH_glcm_Correlation_250","mkm8d_ptv_wavelet.HLL_glcm_MaximumProbability_250","mkm8d_ptv_wavelet.HLL_glszm_LargeAreaEmphasis_250","mkm8d_ptv_wavelet.HLL_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm8d_ptv_wavelet.HLH_firstorder_Median_250","mkm8d_ptv_wavelet.HLH_glcm_ClusterShade_250","mkm8d_ptv_wavelet.HHL_firstorder_Median_250","mkm8d_ptv_wavelet.HHL_firstorder_Skewness_250","mkm8d_ptv_wavelet.HHL_glcm_ClusterShade_250","mkm8d_ptv_wavelet.HHL_glcm_JointEnergy_250","sub"
1.35119706091473,1.07962102283098,-0.108243246704719,-0.020853975826701,0.152996713640693,0.809874578810031,-0.0645050992107907,0.543061027498916,-0.989893848390352,-0.0926442976103341,-0.525506331095881,-0.217916570990047,-0.379436382851525,0.297949070538376,-0.386331452798319,-0.129244057985855,-0.475461182716173,-0.327285605269209,-0.531572727579021,1085983
0.110236965876068,0.510187462944375,-0.328823971910633,0.856627169568022,-0.376811101700651,1.17905247847898,0.432249561208873,0.810942542703308,-0.297195983010879,0.444844891134103,-1.02790766838521,-0.225993304092704,-0.352544780962896,-0.6943107215212,-0.418998496502616,0.163966021223294,-1.0315306296999,-0.512931539384461,-0.729646829342306,1125173
-1.53027357938603,0.0441565856017556,-0.296853610979094,0.0415839358390085,1.02517969963195,-1.13259285874301,0.611259869335231,-0.819391817093405,0.157961426736656,-0.633851500886795,-0.734482597269322,-0.23230341044261,-0.391897841252659,-1.31627156833069,-0.0872530114650464,0.694084979428287,-0.727738981465815,-0.363745818306816,-0.515872009529389,1154608
0.884728474582034,0.769919787907309,-0.389189144091528,-0.414488998403616,1.14983145903449,0.400759938367712,-0.441562957981205,0.334561629177251,-0.996155698241752,0.598462274731413,-0.200886657121571,-0.197889081262807,-0.02174563263516,-0.014901208240259,2.16147093852822,-0.258393495763835,3.82999069290189,0.517143584214271,0.411690529044314,1181124
0.245789447239916,0.072740298126473,-0.028582062698301,-3.08080416240219,0.74664995170048,0.409321498754162,-0.927621353943452,-1.95748453861126,-0.482055283325432,1.11070346900525,-0.491802925325179,-0.230352917894709,-0.327864039255612,-0.332430308666125,-0.242971092994823,-1.02751061349218,-0.909538135350976,-0.304236565771241,-0.561112103677274,1183075
0.0380830206982791,0.761206300343238,-0.0672153831982302,-1.53099789117359,0.736039690166154,0.469184162708789,-1.73238883537222,-1.1044823892465,-1.00431286295373,-0.276287896150184,0.37906540164785,-0.216749148250392,-0.387038541643819,-2.64770509272548,0.0497107315578301,-1.18889428402895,-0.677827158033015,-0.426305188699403,0.0614631498352002,1232870
0.194384973611451,0.587059051524983,-0.272578367032595,-0.741072357787019,-0.907421767047266,1.12588023584175,0.0523765459477626,0.81209861164362,-0.329516625073229,0.293862002792468,-0.279461653514363,-0.173643967848473,-0.381135120388591,0.202233716367301,-0.39846996008065,0.668840416579487,-0.829323384681517,-0.443985205938265,-0.520380862404753,1279943
-1.02730961234489,-1.52655546141733,-0.336807205066657,1.13078508403144,0.61594900740283,-0.163876796428635,-0.436999532286095,-0.459068669695619,-0.504038549729761,-0.0803394948777263,-0.56907073675744,-0.22166027113784,-0.379205967195565,0.620325783205171,-0.333388977139284,0.0680236058341908,0.12632117924497,-0.137168189228074,-0.644432999842181,1329352
-1.32400921503537,-1.35326708521692,-0.364578272038327,1.11401432664074,-1.36555756496672,0.134413118846779,1.09256331235578,1.32691903453447,-0.0540673562909638,-0.134360764018675,-0.301684035859434,-0.186090181996037,-0.257099687708397,0.445747410409365,0.478122200427915,0.646064193538173,-0.0383036522377656,-0.216241603892789,-0.192184946351637,1330263
-1.15899980052833,0.718312666393672,-0.123350385403375,-0.0869424199319189,0.0417872163024469,-2.1722085250791,1.03917137625539,0.242954392110323,0.498587901977614,1.25057006944395,-0.624304894917595,-0.237666027548439,-0.393220052967915,-2.47701735123718,2.88744678020055,-0.704487026130707,0.142637977931003,0.133729439955964,-0.738475598141916,1364384
