"mkm2d_ctv_original_shape_Flatness_250","mkm2d_ctv_wavelet.HLL_glcm_MaximumProbability_250","mkm2d_ctv_wavelet.HLH_glcm_MaximumProbability_250","mkm2d_ctv_wavelet.HHH_firstorder_Median_250","mkm2d_ctv_wavelet.HHH_glcm_JointEnergy_250","mkm2d_ctv_wavelet.HHH_glcm_SumSquares_250","mkm2d_ctv_wavelet.LLL_firstorder_10Percentile_250","mkm2d_ctv_lbp.3D.m1_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm2d_ctv_lbp.3D.m2_firstorder_90Percentile_250","mkm2d_ctv_lbp.3D.m2_firstorder_Range_250","mkm2d_ctv_lbp.3D.k_glcm_ClusterShade_250","mkm2d_ctv_lbp.3D.k_glszm_GrayLevelVariance_250","mkm2d_ctv_lbp.3D.m2_firstorder_InterquartileRange_249","mkm2d_ctv_lbp.3D.m2_firstorder_Median_249","mkm2d_ctv_lbp.3D.m2_glcm_ClusterShade_249","mkm2d_ctv_original_shape_Sphericity_248","mkm2d_ctv_wavelet.LHL_firstorder_InterquartileRange_248","mkm2d_ctv_wavelet.LHL_glcm_Correlation_248","mkm2d_ctv_wavelet.HHL_firstorder_Median_248","sub"
1.30881026026862,-0.967737523348339,-0.568210663654684,0.277707661293024,-0.722586192813457,0.011635950049504,0.554747885157866,1.04017995528403,-1.2174839250149,0.058291189676078,-0.539760381838636,0.199289781343092,-0.547405897746754,-1.21550714757894,0.284443757861064,0.800584781239504,0.309328037634302,0.488054505246788,-0.45959213813583,1085983
0.207712242144571,-1.11941373339742,-0.53287722494352,-0.53149444481162,-0.0217214403841477,-0.493073528096981,0.0302611514306669,0.0635857411480538,0.0685251263292318,0.0996663265283398,-0.113446773080163,0.834358980816585,0.549721701805335,-0.640382241280554,-0.362329756711392,0.603637414643192,-0.803915808664957,-0.946163864831495,0.504490957299498,1125173
-1.77978312813069,-0.348895871620742,-0.786893186959626,2.89676276937176,-0.872730313943158,0.18404698284141,1.32232643617563,-0.741471316131792,2.10356111185742,-0.406590765432842,0.624405938039195,-0.47608867767819,-0.899164374980912,3.72030205176361,-2.46064314203522,-0.472203251817337,0.375925425145044,0.0169884537649599,-0.277346927428811,1154608
0.947046439148062,-0.74657755995764,-0.0506541957026897,-0.00288286537463387,0.424512310023194,-0.539185569641848,-0.369502421619706,-0.695290344162828,-0.254720032378102,0.058291189676078,-0.138726636290752,-0.527448677328498,-0.90819829560133,0.40342802112805,0.448230640296387,0.512255643198397,0.571293108529308,0.574171064479548,0.14841727168958,1181124
0.498026448452127,-0.555748065522335,-0.790415686004862,0.913956887463572,-0.616729187603392,0.164660233561829,-1.75464386625425,0.407312486417511,0.0424091191984697,0.058291189676078,-0.16409900541386,0.400117886867484,0.0872968899414535,-0.305373979233139,-0.637806060802164,0.506177227649935,1.11626785728573,0.496184396932669,-1.26905610267264,1183075
-0.040555282256636,0.555224136147607,-1.01323364268932,1.07644277590694,-0.530536543952287,-0.309731442035986,-0.462532213223672,-0.140626790402019,-1.41372892243898,0.058291189676078,4.54550513909558,3.4266073316401,-0.199515389861566,-1.02646252960569,0.104662638617094,0.885648114442777,0.188063377777827,-0.789719524681438,-0.563170569285343,1232870
0.326442447809471,-0.539318673654211,-0.0995116479620514,-0.163836102078772,-0.528550015277628,-0.206630607382755,1.12659196095972,0.725161395166878,-1.50427866087442,0.0996663265283398,-0.0634837454954938,0.543083867620641,-0.28714349970839,-1.5394436870744,0.61868150018576,0.714335481417378,-0.316145517944753,-0.215921033611086,0.709632088990452,1279943
-1.12719639939352,-0.576060365194032,-0.771406766585719,-0.734446488848494,-0.995050821447909,0.62968451574207,0.00119589758904595,0.743474426136143,0.627546343065667,0.058291189676078,0.472314809009894,0.229646895167655,0.624558488470462,0.38718903840982,-0.724059453562012,-1.48133400742435,0.176148665882344,1.34656894497205,-0.335116525246304,1329352
-1.34905215456648,-0.283104890733563,0.153918175509388,0.613847493902085,1.35446627415252,-0.658570217004903,-0.0326615920645487,-0.813684432091586,0.832688367482628,0.058291189676078,-0.206546066668653,-0.159428002281277,-0.784973454931931,1.86386243827161,-0.538851742031569,-1.06866605295259,0.491730726188123,-0.853354134378827,-0.333897077002989,1330263
-2.0016901349136,0.505457258625354,-0.835906391491013,0.442210625769744,-0.779750085207255,-0.00407282145569568,0.998683731119621,-0.477708149276472,0.426894572183639,-5.26604145279711,-1.29392121917992,-0.857290917692731,-1.56005355368258,2.1781651705708,-0.484047506145303,-0.180199441281054,3.18787774952737,1.65503992164182,-4.68220758800261,1364384
