"mkm9d_ptv6_log.sigma.2.0.mm.3D_glcm_Correlation_250","mkm9d_ptv6_wavelet.LHL_firstorder_Skewness_250","mkm9d_ptv6_wavelet.LHH_firstorder_Mean_250","mkm9d_ptv6_wavelet.LHH_gldm_DependenceVariance_250","mkm9d_ptv6_wavelet.HLL_firstorder_Skewness_250","mkm9d_ptv6_wavelet.HLH_firstorder_Mean_250","mkm9d_ptv6_wavelet.HLH_firstorder_Skewness_250","mkm9d_ptv6_wavelet.HHL_firstorder_Skewness_250","mkm9d_ptv6_wavelet.HHH_firstorder_Skewness_250","mkm9d_ptv6_wavelet.HHH_gldm_DependenceNonUniformityNormalized_250","mkm9d_ptv6_lbp.3D.m1_glcm_ClusterShade_250","mkm9d_ptv6_lbp.3D.m2_gldm_LargeDependenceHighGrayLevelEmphasis_250","mkm9d_ptv6_lbp.3D.k_glszm_GrayLevelNonUniformityNormalized_250","mkm9d_ptv6_lbp.3D.k_glszm_ZonePercentage_250","mkm9d_ptv6_original_shape_Sphericity_249","mkm9d_ptv6_log.sigma.2.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_249","mkm9d_ptv6_wavelet.LHL_glcm_Correlation_249","mkm9d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_249","mkm9d_ptv6_wavelet.HHH_gldm_DependenceVariance_249","sub"
2.01253068423587,0.67841727995601,0.925799489598493,0.204958219846894,-0.226636500549841,2.06550086879087,-0.36203107663604,-0.535517261105951,1.08449175703059,-1.3722042121257,0.0759117352131361,1.03103285363597,0.813430602863047,-1.22422331118453,1.26304919603012,-0.210780535146651,0.956328500427877,-0.225756624770835,1.96322702695524,1085983
-0.232401761093839,-1.34978168965446,-0.396514110626904,-0.696326026586147,-0.171553449755197,-0.106027685094933,0.248649415334945,-1.07990025965981,1.04608067972077,-0.548686905381247,1.5735901372374,0.601981725631181,-0.693680227864762,1.11030303580455,0.533656452086097,0.741613245199654,-0.0818399797848084,-0.404086030085462,0.460072667777093,1125173
0.324568888709791,3.36462318324818,0.486571119242066,0.308938911419154,1.28792595432517,-0.953423799245323,-0.839604546830234,-1.35050360796323,0.902663723542384,-0.543405200132596,-0.919645624073024,-0.60567199621574,2.35770070659841,-2.27503691283936,0.539696920621081,-0.427061774233651,-2.55587538492935,-0.320810304044781,-0.132205256102073,1154608
-1.94725674479842,-0.584915709397002,-0.636024751495885,1.6143068405054,-0.462291036212107,-0.218950578900214,0.257441316727672,1.00708576824814,-0.846730458648918,-0.419216440736698,-1.09085136784603,-0.545100389576688,0.445745122167345,-0.977488338980608,1.18032951532809,-0.4179265842613,-0.333566430903779,-0.385371781900755,0.685588453586455,1181124
0.591819052977501,-1.63828596401968,0.913903469638439,0.444906223534655,0.0333735119366967,-1.08483477406107,-0.789036895840769,2.13547181812953,0.446691827968147,-0.699193307233457,-0.0316962001367448,-0.0524431707132469,1.22976683167463,-0.67620970984081,0.0369798798511974,-0.382676925051913,0.618141427580881,-0.361746373570079,0.376599207989871,1183075
0.573018796100489,-0.758380329756142,3.27338241533144,1.12690593006358,0.101240458596129,1.38122829347008,1.79553530848022,0.409925718602325,-1.99401011449895,-0.936148122814541,-0.501037376062149,1.33382280383745,-1.04157296625314,-0.0898658485166897,0.483748936614683,-0.383805744812047,0.381764854328949,-0.270597151542222,0.765333298329213,1232870
-0.366794229676494,-0.684350904636643,-0.507153831779183,-0.456750848008201,-3.90959548932735,1.50843005934237,2.20063680351438,-0.0303136317885976,-0.15453376087924,-0.255432037920048,0.668404653154721,3.87255803739749,-0.503971905742292,-0.571329970439407,0.636835331859607,0.00557749848448534,0.487353231515349,-0.162624057117572,-0.0204654231935198,1279943
0.67208734122861,-0.192272565908544,0.1308010625747,0.998853904710522,0.644271602405467,-0.420143012184075,-0.765389272824126,-0.222645317090269,-0.790842929088953,-0.184924876438204,-0.699688172886393,-0.592941262964214,-0.775304537657127,0.183276922534727,-1.57371086894662,-0.315092822214763,-0.490969503003736,-0.357826867912525,0.899231844246455,1329352
0.325974532579278,-0.662232783711043,-0.173763999096126,0.958778097911163,0.704349948315512,-0.290205356412149,-0.772611194554783,-0.455846634437174,0.608678306224126,0.447761662014087,-0.913584694820625,-0.122647263392537,-0.00614946450683248,-0.916524239411066,-1.19026639050154,-0.0390538440728776,-0.894096297145519,0.344564966014616,-0.349355790033866,1330263
0.269343644466203,0.981539696118575,1.00279173034431,1.85111020336844,1.26336773509706,0.529905756211681,-1.07428945060033,-0.331933595225604,-1.01360954142503,-0.77439655110957,1.19865796436849,-0.649460022131711,-4.33903464681756,2.30917392285133,0.90192016753852,-0.360153797747357,0.0787004926776322,-0.356087849389328,0.97266833674788,1364384
