"lemd_prp_original_firstorder_10Percentile_249","lemd_prp_wavelet.HHL_firstorder_Mean_249","lemd_prp_lbp.3D.k_glrlm_ShortRunLowGrayLevelEmphasis_249","lemd_prp_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_249","lemd_prp_wavelet.LLH_firstorder_Skewness_248","lemd_prp_wavelet.LHH_glcm_ClusterShade_248","lemd_prp_lbp.3D.m2_glcm_ClusterProminence_248","lemd_prp_wavelet.LHL_firstorder_Skewness_247","lemd_prp_lbp.3D.m2_firstorder_90Percentile_247","lemd_prp_wavelet.LHL_firstorder_Kurtosis_246","lemd_prp_wavelet.HHH_glcm_ClusterShade_246","lemd_prp_wavelet.HLL_firstorder_Skewness_244","lemd_prp_lbp.3D.m2_firstorder_Skewness_244","lemd_prp_original_shape_SurfaceVolumeRatio_242","lemd_prp_wavelet.LHL_glcm_ClusterShade_242","lemd_prp_log.sigma.2.0.mm.3D_glcm_Correlation_241","lemd_prp_wavelet.HHL_glcm_ClusterShade_241","lemd_prp_logarithm_firstorder_Maximum_240","lemd_prp_wavelet.HLH_firstorder_Mean_237","sub"
0.763362988009899,0.794067934403594,0.440968978913496,0.443223711366343,-1.59237613673192,-0.0399745442531232,-0.359965687959812,0.306910739319899,-0.679653199957534,1.20127002877149,-0.350377053041594,-0.11272450198382,0.812005193399733,-0.256757964355185,0.150240594307847,0.186250605548987,0.0108825311189015,1.01228855852201,0.568349333904763,1916742
-0.512446900531078,-0.537677456438203,0.620335007619527,1.11432162597041,-0.790006466821003,-0.0333454527596213,-1.25511475883006,1.68250995574767,-0.708379175548309,-0.253520725130816,0.519784882310211,-0.705948244293296,-0.555332900513264,0.284803622788312,1.12694966257619,0.64843447255344,0.0121150413687416,-1.66699009886435,-0.714722750114236,1980052
0.184849778554144,2.40865000156003,1.24554045050694,-0.259115324571402,-1.1490354559539,0.053224748873943,4.72321606959296,-0.186250888098597,1.31964181092221,-0.836119644642113,0.170775522951967,-1.06278857359382,0.709057058774573,-0.299500714262716,-0.538580025509186,-0.967387327530053,1.11733648704352,0.591500222024457,-0.620857208445115,1926770
0.72474550372471,1.11200832379148,0.93781801311233,-0.526367237758531,-0.282627471570762,0.0371663024560761,1.39581663626756,-1.0217121437206,1.07786304684922,-0.344992597501057,0.133568231059411,-1.09028804176142,-0.606299986065017,-0.19672559665882,-0.780827209281783,-1.51898901498773,0.130551523266275,1.28594589364494,-0.406383008617269,1979045
0.692456087214836,-0.71337468651404,0.321821876877053,0.101170318109098,-0.0124673678019372,0.00384778577562861,-0.77000672772993,-0.12548843750317,-1.58275351663856,-0.338139841031135,0.286106985361464,1.20788571259113,1.04801468583071,-0.120403864379025,-0.537604678378367,0.386562517400133,-0.425573200247937,0.808063468691327,0.0260841145351154,2196212
1.31064338919064,-1.34374468856143,-0.24569487373557,0.266064156830823,0.750969160720422,-0.284840778265198,0.065016240101744,-0.836215791970496,0.0599219305169811,0.379125726672446,0.0251422727939717,0.53838732755227,-0.607052045992434,-0.260404308394023,-0.131967303258556,1.29785853545529,-0.28707517049795,0.709343892629015,-0.754674096169104,2393207
0.401214735811638,-1.01433116533552,0.66624179538227,2.32606962463756,0.722273960756195,0.18734947766608,0.623170922246984,-0.797282280070776,0.753741288337767,-0.438598873617004,-0.213550648898221,-1.00254755268934,0.404372245426591,-0.243517615880892,-0.339693917388915,0.636878351768115,0.448288603538131,0.657484710206276,-0.71881596418451,2146138
0.329212968685355,0.127857437038214,1.42897064357073,0.441167733604173,0.346563987424059,-0.25906869903432,1.97623214276985,0.103832056396534,0.798836474507863,-0.378343542304834,0.163415104014378,1.16932025020516,1.76581762957405,-0.174600614116378,-0.352906866492224,-1.52757363523208,-0.0843774426855354,-0.131738821290104,-0.0644538604160861,2228399
1.06587279277436,-0.539325560193173,-0.991270593489111,-0.622434084086056,0.0703482951377566,-0.76538338359426,0.353554857460491,1.29348400723185,0.368259889515201,-0.507096636348569,3.88589757814417,1.38573169650114,0.145587234312179,-0.00276291882947408,0.511021982631285,-1.10119890605286,-5.51976321005153,1.2791362507662,0.640099108309104,2144796
0.802052016423927,0.897176989330245,-1.16898463001528,-0.510095683964037,-0.0244915749980772,-0.298105770116378,0.624507230982965,-0.982618405530895,1.11015178962601,0.192025124670055,-4.51258908638058,1.50719125858219,-0.607756021495286,-0.304631764173538,-0.479457658898087,0.220512756249393,-0.73021189572407,0.765293365126805,1.55413130142955,2234271
