"mkm5d_ctvper_original_shape_Flatness_246","mkm5d_ctvper_wavelet.LHH_glcm_ClusterShade_243","mkm5d_ctvper_wavelet.LHL_gldm_LargeDependenceLowGrayLevelEmphasis_239","mkm5d_ctvper_wavelet.HLH_glcm_ClusterShade_239","mkm5d_ctvper_wavelet.HHH_glcm_ClusterShade_238","mkm5d_ctvper_wavelet.HLH_firstorder_Skewness_235","mkm5d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_233","mkm5d_ctvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_228","mkm5d_ctvper_wavelet.LHH_firstorder_Skewness_226","sub"
1.40288253780765,-0.15282204208826,1.30631347867031,-0.414925475155726,0.178142592903098,-0.913980713284461,0.0849205821052907,-0.0477006868972122,-0.29719489698202,1085983
0.200657181245088,-0.123615829437563,-0.414738526244395,-0.340450605046014,0.0699833429927482,-0.334736728716917,-0.482497436257716,-0.0943848592561382,0.385075932377644,1125173
-1.31277195749427,-0.113651508950357,-0.250650013195134,-0.4516953818033,0.00404503974144593,-0.899334483805635,0.077134326214232,-0.112129496174439,-0.00896684622622796,1154608
0.850921800261826,-0.074445090649572,-0.492742190387659,2.03952536485672,-0.36921231555197,0.654088285868584,-0.379532976544865,-0.108724054851117,-0.182415587214181,1181124
-0.460845108394831,-0.134254497159336,-0.050803702177771,-0.0213589828362337,-0.746416438973231,-0.099286336445576,1.11229942180896,-0.112933038820969,0.173271137371046,1183075
0.0637789562715629,-0.176997039045629,-0.131599379823778,-0.36858031321959,-0.0315650140459438,-0.514826311294151,0.509953595270311,-0.111943775858496,-0.675243422204755,1232870
0.346969164738446,0.0778525954915942,-0.560050571304784,-0.363880059041815,0.0209898202123363,-0.228533632184373,-0.371057395894511,0.191147119129787,1.16447352869513,1279943
-1.00254485212489,-0.0761624756391231,-0.543327593093007,-0.273199482433571,-0.518581218497879,-0.240570251961289,-0.295009137475435,-0.11284378092178,0.366053452690032,1329352
-1.39734278488104,-0.10619869321563,-0.313462569658368,0.620425693479983,0.0817517821817425,2.06175918324025,-0.405893267956806,-0.109341011721456,-0.361120780206453,1330263
-1.21982328972274,-0.365002254272607,3.37303985697808,1.2114298413149,-0.419756177260949,0.551892868633575,2.39018308630004,-0.113443627170106,-0.843725168199377,1364384
1.07223304739818,-0.250262393060752,1.83568644588556,2.07338023126986,0.124732164722167,0.916297018968843,0.123266977420893,-0.113858378916382,-1.23208459741952,1386095
-1.33500992228802,-0.0899462976457809,-0.460349789640545,2.9086631427159e-05,0.218011789118899,0.381245735424985,-0.482122876006431,-0.110920958125199,0.0652490224776997,1458656
1.28943635094053,-0.188698005786521,-0.245146723618544,-0.354233283819899,-0.0463670714649652,-0.41876645883156,-0.336467837411236,-0.110173078443802,-0.675423267384712,1485662
0.25612905997972,-0.0796544733050735,-0.25021908735857,-0.374997202702092,0.107083626595168,-0.653922024636987,-0.306283556845398,-0.112681088913156,-0.125273356783447,1497807
