"mkm5d_ctv_original_shape_Flatness_250","mkm5d_ctv_original_shape_Sphericity_250","mkm5d_ctv_log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_ctv_wavelet.LLH_firstorder_Median_250","mkm5d_ctv_wavelet.LLH_glcm_Correlation_250","mkm5d_ctv_wavelet.LHL_glcm_Correlation_250","mkm5d_ctv_wavelet.LHH_glcm_InverseVariance_250","mkm5d_ctv_wavelet.LHH_glszm_SmallAreaEmphasis_250","mkm5d_ctv_wavelet.HLL_firstorder_Mean_250","mkm5d_ctv_wavelet.HLL_glcm_MaximumProbability_250","mkm5d_ctv_wavelet.HLH_firstorder_Skewness_250","mkm5d_ctv_wavelet.HHL_firstorder_Skewness_250","mkm5d_ctv_wavelet.HHL_glcm_JointEnergy_250","mkm5d_ctv_wavelet.HHL_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_ctv_wavelet.HHL_glszm_SmallAreaEmphasis_250","mkm5d_ctv_wavelet.HHH_firstorder_Energy_250","mkm5d_ctv_wavelet.HHH_firstorder_Mean_250","mkm5d_ctv_wavelet.HHH_firstorder_Median_250","mkm5d_ctv_wavelet.HHH_firstorder_Skewness_250","sub"
1.30881026026862,0.800584781239504,-0.254748747532119,-0.409466572650425,0.23223533552033,0.558309816145057,0.916194848008718,-0.204691544226217,0.260063926636055,-0.971061136917935,-0.00964038657433178,0.0295253327293821,-0.647191122119308,-0.26636838760991,0.183085320914195,-0.0585699599536095,-0.256457311232273,0.288507638966282,-0.11872375979025,1085983
0.207712242144571,0.603637414643192,1.85828770025438,0.27031407794672,0.937251983556228,-0.889044256353035,0.857451947056592,-0.313111255616613,0.0356780167274539,-1.09372798453338,-0.233314692927432,-0.743118668893357,-0.674162100797349,-0.217210057012068,0.290310779390232,0.0607972733255116,-0.29387909548024,-0.549840950455307,0.407083798532551,1125173
-1.77978312813069,-0.472203251817337,-0.322184855061453,-4.29443878230292,-0.542223021373696,0.0610987858438985,-1.77340582676361,0.0861576949166546,-1.45329269283242,-0.320496387042777,0.468977032499328,-0.702783821502877,-0.533655559534886,-0.277549784651793,0.399921308577074,-0.398715517999959,2.05342426491298,3.32739558611935,-0.379949910043866,1154608
0.947046439148062,0.512255643198397,-0.307410227141502,0.231167642647195,0.429091819686096,0.539874354820887,0.36613838395101,-0.465623091746581,0.493483540187376,-0.643157856524778,1.17122704666054,-1.12949440195606,0.152332353534184,-0.0639831072556147,-0.347807007808165,-0.316689224617473,0.277932092007595,-0.0490453980268775,0.058888371023318,1181124
0.498026448452127,0.506177227649935,-0.318554039722072,-1.43253961149701,1.25442546314959,0.487183536373769,0.20404947959605,-0.903036927893549,0.749843816456176,-0.705188977829293,0.0671096166886878,0.260589436933942,-0.496445116348891,-0.275715878241009,0.167078582511952,-0.316984202256479,-0.455552121348672,1.02288184586786,-0.0814733393695279,1183075
-0.040555282256636,0.885648114442777,-0.325803995115097,-1.36420658604404,0.183382319531169,-0.878674658939603,0.803983379112591,0.0797759694160348,-1.56987802234966,0.299730723344822,0.895234692944916,0.437355555842156,0.0506580076650497,-0.275440671784132,-0.0674316924962397,-0.435061346465587,-0.818252380223561,1.04447360095959,0.272005234704385,1232870
0.326442447809471,0.714335481417378,0.538110671873972,-0.530499910552447,0.669757800289743,-0.194922834767835,0.603105639258034,0.0788133196755677,0.910607636532891,-0.508445942217829,-0.0578894116983271,-0.590574407664612,-0.568864012131953,-0.231408851858595,0.304204134688551,0.13805809758086,-0.663995109757913,-0.15195733871775,-0.0436816386949276,1279943
-1.12719639939352,-1.48133400742435,-0.277067379091214,-0.322996947690767,1.0782922738716,1.38792292878479,-0.0355071484686326,0.930497266093004,0.409612191204756,-0.440528469631815,-0.24698157644633,-0.780109253731649,-0.562075926075735,-0.272346530868304,0.625850986048053,0.028973496090447,-2.00651716811985,-0.758556382699854,-0.317170163353552,1329352
-1.34905215456648,-1.06866605295259,-0.268242476047519,0.577982447502222,-0.171062123183388,-0.89601709680395,0.555175811604736,-0.759459750308006,0.282847380471333,-0.284045056674344,-1.4833097655545,-0.159715113316136,-0.137794448394452,-0.239093195633076,-0.370932918704775,-0.395112590000136,0.682434064295058,0.598509409631521,-0.0531202475038318,1330263
-2.0016901349136,-0.180199441281054,-0.326630879748992,-8.68016972555435,0.53671469382183,1.64891096887701,0.376298980005334,1.05821497125877,-2.37388864612008,0.182908564768271,-0.758995845581787,0.358729205234486,-0.495725996984542,-0.278825467099346,1.0831874006101,-0.45827230913798,-0.529424287002716,2.25779622025886,-0.227544365247014,1364384
