"lemm_prg_v34_250","lemm_prg_v37_250","lemm_prg_m020_250","lemm_prg_m102_250","lemm_prg_m004_250","lemm_prg_m031_250","lemm_prg_area_250","lemm_prg_eigen_max_250","lemm_prg_v15_249","lemm_prg_v40_249","lemm_prg_gradz_249","lemm_prg_m201_249","lemm_prg_m101_248","lemm_prg_m021_247","lemm_prg_m012_247","lemm_prg_grady_246","lemm_prg_m111_246","lemm_prg_m003_246","lemm_prg_sphericity_245","sub"
0.419088974622239,0.581746681322168,-0.593119359337642,0.0214100650398458,-0.330792052618933,-0.0228493344674148,-0.241373718277972,-0.327583175613538,0.221220568087533,0.74311592060096,-0.741990905705072,0.125841869476304,-0.200773487438245,-0.183577579071167,-0.030693930601337,-0.108914741229189,-0.0709894451065462,-0.141050675535215,0.30899083202026,1085983
0.419088974622239,0.579954047172063,1.05242559564433,1.03979694125841,0.31473853824242,0.0441696450496871,1.71194442145223,0.441293848571674,0.221220568087533,0.662006305067559,0.60734750110246,-0.566799589225343,-2.01786340427727,0.30629719687411,0.360617808643057,-0.0600751765110555,-0.98950208805464,0.58293382218618,-1.35660878131428,1125173
0.373008072740142,0.530845162550809,1.08354704245944,-0.613642877313587,-0.184269297971046,0.431014680562403,-1.03090192819182,-0.570101808405909,0.221220568087533,0.697192979493216,0.869114564407603,-0.153925212749139,2.09152936806569,-0.63128331141579,-0.516986838958251,-0.629684808312812,-0.671946688466361,-0.622872296002579,-0.954977736700516,1154608
0.414225085380943,0.572920085353634,-0.42247885144494,-0.0834351314824857,-0.341541569921177,-0.0122671052816462,-0.0467874455796577,-0.196476513064172,0.221220568087533,0.737192311772292,-1.01890153770957,0.0132949769547785,0.136894301252582,-0.228602922406245,-0.0490708554252061,-0.939581498279607,-0.0821299126418954,-0.0974317358098966,0.0935762771555183,1181124
-2.60381818884345,-1.80335305539296,-0.536453284265862,0.133056710427986,-0.304345629382531,0.0296536255661622,-0.947774076062082,-0.542342532966855,0.221220568087533,-1.37194486106572,-0.302671682814449,-0.113859507272537,-0.311629040648228,0.00630063485819619,0.289470311036407,-0.192735042084618,-0.102132343649297,0.0534720298635753,0.969032045909401,1183075
0.41453982915427,-1.80335305539296,-0.727277096878813,0.0645841016974085,-0.316254397315216,0.0131964446366562,-1.05513201961977,-0.551303194413352,0.221220568087533,-1.37194486106572,-0.711154080901233,0.163231660484406,-0.605964611873137,-0.136585940901177,-0.0311856381493912,-0.103488976090841,0.0287412245407935,-0.122847234146174,1.3325326049653,1232870
0.419088974622239,0.581746681322168,0.0722052664538124,-0.557805022850654,-0.00891463256705604,-0.285749384625544,0.718883443543594,-0.0179558902217696,0.221220568087533,0.76226020718375,-0.193990132631662,0.356396561946203,-0.135718516274074,0.389061440959891,-1.23525945279622,0.143979562932263,0.29794377113135,1.35503441551545,-1.05299652395921,1279943
0.419088974622239,0.581746681322168,-0.558929055504696,0.150075848287848,-0.283046003952979,-0.107696197480786,-0.435587220338933,-0.296691595402068,0.221220568087533,0.744092212111019,-0.627771382639723,-0.189189562845707,-1.26318039553656,0.133936281898362,-0.0850566372651027,0.0862502410563863,-0.182453846225323,0.0526566483150887,0.227069361358949,1329352
0.419088974622239,0.581746681322168,0.186951048896939,-0.997723763436709,-0.282076938721584,0.023390629688998,0.523551629570574,-0.152570437740501,0.221220568087533,0.713426246607762,0.433400377366441,-0.349717961121708,1.34889941921673,-0.0611193802242236,-0.284387431431084,-0.283884066702371,-0.126085325717281,-0.335520381537196,-1.04466309137988,1330263
0.419088974622239,0.541183760629735,-0.512251602150106,-0.209554343335452,-0.341300793876328,-0.103493386045571,-1.24375396212044,-0.579000617228215,0.221220568087533,-1.37194486106572,-0.116690831528462,0.101092368470377,1.05286438168625,-0.0949737724256864,0.12356268091349,0.164896042379976,-0.00113340517515151,-0.1871198113323,1.1120704937774,1364384
