"mkm8d_ptv_original_shape_Flatness_250","mkm8d_ptv_original_shape_Sphericity_250","mkm8d_ptv_original_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm8d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_250","mkm8d_ptv_wavelet.LLH_firstorder_Skewness_250","mkm8d_ptv_wavelet.LLH_glcm_Correlation_250","mkm8d_ptv_wavelet.LHH_firstorder_Median_250","mkm8d_ptv_wavelet.LHH_firstorder_Skewness_250","mkm8d_ptv_wavelet.LHH_glcm_ClusterShade_250","mkm8d_ptv_wavelet.LHH_glcm_Correlation_250","mkm8d_ptv_wavelet.LHH_glszm_SizeZoneNonUniformityNormalized_250","mkm8d_ptv_wavelet.HLL_firstorder_Median_250","mkm8d_ptv_wavelet.HLL_firstorder_Skewness_250","mkm8d_ptv_wavelet.HLL_glcm_MaximumProbability_250","mkm8d_ptv_wavelet.HLL_glszm_LargeAreaEmphasis_250","mkm8d_ptv_wavelet.HLL_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm8d_ptv_wavelet.HLH_firstorder_Mean_250","mkm8d_ptv_wavelet.HLH_firstorder_Median_250","mkm8d_ptv_wavelet.HLH_firstorder_Skewness_250","sub"
1.35119706091473,1.07962102283098,-0.108243246704719,-0.020853975826701,0.152996713640693,0.809874578810031,0.543061027498916,-0.989893848390352,-0.292115564546129,-0.0926442976103341,-0.245371594808787,1.61951519458964,0.782663271286519,-0.525506331095881,-0.217916570990047,-0.379436382851525,-0.765182038317597,0.297949070538376,-0.782097007525709,1085983
0.110236965876068,0.510187462944375,-0.328823971910633,0.856627169568022,-0.376811101700651,1.17905247847898,0.810942542703308,-0.297195983010879,-0.267091856543587,0.444844891134103,0.073867295851693,0.637547627733363,0.754897520299184,-1.02790766838521,-0.225993304092704,-0.352544780962896,-0.868079455817443,-0.6943107215212,-0.91688205907234,1125173
-1.53027357938603,0.0441565856017556,-0.296853610979094,0.0415839358390085,1.02517969963195,-1.13259285874301,-0.819391817093405,0.157961426736656,0.0390843872539864,-0.633851500886795,-0.285357786702245,-3.8220242594951,1.22807444512475,-0.734482597269322,-0.23230341044261,-0.391897841252659,-0.26178775188734,-1.31627156833069,-0.571559768619996,1154608
0.884728474582034,0.769919787907309,-0.389189144091528,-0.414488998403616,1.14983145903449,0.400759938367712,0.334561629177251,-0.996155698241752,-0.300107249818106,0.598462274731413,-1.02459530383093,0.951721013441756,-2.48554499422817,-0.200886657121571,-0.197889081262807,-0.02174563263516,0.589571004431913,-0.014901208240259,2.85630217479148,1181124
0.245789447239916,0.072740298126473,-0.028582062698301,-3.08080416240219,0.74664995170048,0.409321498754162,-1.95748453861126,-0.482055283325432,-0.195927023395059,1.11070346900525,-0.233624655989163,0.753913587362271,-1.14349045928968,-0.491802925325179,-0.230352917894709,-0.327864039255612,0.150402150525847,-0.332430308666125,-0.443644204067643,1183075
0.0380830206982791,0.761206300343238,-0.0672153831982302,-1.53099789117359,0.736039690166154,0.469184162708789,-1.1044823892465,-1.00431286295373,-0.290870512808893,-0.276287896150184,0.466063903051521,1.02951685585114,0.905860903509083,0.37906540164785,-0.216749148250392,-0.387038541643819,-0.0599018121154961,-2.64770509272548,0.111488490174059,1232870
0.194384973611451,0.587059051524983,-0.272578367032595,-0.741072357787019,-0.907421767047266,1.12588023584175,0.81209861164362,-0.329516625073229,-0.278754891247547,0.293862002792468,-0.246251417079123,0.910320756071545,1.70478362016019,-0.279461653514363,-0.173643967848473,-0.381135120388591,-0.0975310661963829,0.202233716367301,-0.624614105253029,1279943
-1.02730961234489,-1.52655546141733,-0.336807205066657,1.13078508403144,0.61594900740283,-0.163876796428635,-0.459068669695619,-0.504038549729761,-0.0453475231493109,-0.0803394948777263,0.830811111651343,-1.20928932973808,0.186065345876695,-0.56907073675744,-0.22166027113784,-0.379205967195565,-0.229051683197902,0.620325783205171,-0.458843560405807,1329352
-1.32400921503537,-1.35326708521692,-0.364578272038327,1.11401432664074,-1.36555756496672,0.134413118846779,1.32691903453447,-0.0540673562909638,-0.075284317976432,-0.134360764018675,-0.333023583643494,-0.568429099569132,-0.435295577534877,-0.301684035859434,-0.186090181996037,-0.257099687708397,2.74875239654591,0.445747410409365,2.95674042430446,1330263
-1.15899980052833,0.718312666393672,-0.123350385403375,-0.0869424199319189,0.0417872163024469,-2.1722085250791,0.242954392110323,0.498587901977614,0.0937111157604934,1.25057006944395,2.44740812056068,-5.01226444597027,0.541359292688004,-0.624304894917595,-0.237666027548439,-0.393220052967915,1.54996582437485,-2.47701735123718,1.01232565916024,1364384
