"mkm5d_ptv_original_shape_Flatness_250","mkm5d_ptv_original_shape_Sphericity_250","mkm5d_ptv_log.sigma.2.0.mm.3D_glcm_Correlation_250","mkm5d_ptv_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm5d_ptv_wavelet.LLH_firstorder_Skewness_250","mkm5d_ptv_wavelet.LHH_firstorder_Mean_250","mkm5d_ptv_wavelet.LHH_firstorder_Median_250","mkm5d_ptv_wavelet.LHH_firstorder_Skewness_250","mkm5d_ptv_wavelet.LHH_glcm_Correlation_250","mkm5d_ptv_wavelet.HLL_glcm_MaximumProbability_250","mkm5d_ptv_wavelet.HLL_glszm_LargeAreaEmphasis_250","mkm5d_ptv_wavelet.HLL_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_ptv_wavelet.HLH_firstorder_Mean_250","mkm5d_ptv_wavelet.HLH_firstorder_Median_250","mkm5d_ptv_wavelet.HLH_glcm_MaximumProbability_250","mkm5d_ptv_wavelet.HHL_firstorder_Median_250","mkm5d_ptv_wavelet.HHL_glcm_JointEnergy_250","mkm5d_ptv_wavelet.HHL_glszm_SmallAreaEmphasis_250","mkm5d_ptv_wavelet.HHL_gldm_LargeDependenceLowGrayLevelEmphasis_250","sub"
1.35119706091473,1.07962102283098,-0.0797597087924046,-0.207381785898182,0.135039516551961,-0.0461776426233055,0.509637908631841,-0.954766932360038,-0.0948310391673302,-0.483228184426151,-0.20437634371294,-0.408540039717667,-0.6975286127421,0.374954519839615,-0.125368181244761,-0.126012702451918,-0.516782733990964,0.0543923865850001,-0.115521718206802,1085983
0.110236965876068,0.510187462944375,0.83206540013911,-0.053600788915789,-0.364199765253482,0.478482833655118,0.882045456706092,-0.411281541351408,0.42910366646877,-1.0658234757556,-0.216192845765074,-0.360487372869162,-0.843002052757599,-0.6065286340621,-0.481373188339611,0.23203278482943,-0.72553264811634,0.278494206172936,-0.412143075154571,1125173
-1.53027357938603,0.0441565856017556,0.00988287034766425,-0.119104516173265,1.01856772457063,0.652635683642732,-1.27578607425983,0.213656625445255,-0.647558468165426,-0.579601125088968,-0.222740822865339,-0.428343768946268,-0.426158833600171,-1.55258072939895,-0.980037522189124,0.633431897518514,-0.482193089388811,-0.945439006238229,-0.167462658961778,1154608
0.884728474582034,0.769919787907309,-0.295132508903615,-0.401173187451829,1.21450793904562,-0.421353344477502,0.290469101929562,-1.00668369084725,0.577611907095907,-0.278137471339604,-0.181111135755047,0.147127828742115,0.741262127861195,0.00562159906970919,0.197081674650844,-0.30005751341154,0.370569867397435,-0.296165819235809,-0.302530950895895,1181124
0.245789447239916,0.072740298126473,-3.03512833554609,1.03422686904846,0.703396587415055,-1.03399292752787,-1.81362956230269,-0.449542638992747,0.992063312011911,-0.48105825594741,-0.220644263082767,-0.308625622697341,-0.0679391216443342,-0.203205814752837,-0.810581836749946,-1.08252955809596,-0.528143776125961,0.38555082277145,-0.405883660542344,1183075
0.0380830206982791,0.761206300343238,-1.37734854255461,-0.178189715850438,0.744740932143772,-1.66196302033031,-1.1977931951443,-0.934575828355397,-0.291574711049616,0.288586315207585,-0.204298594626604,-0.425039510707134,0.0417054207017744,-2.72123987482547,-1.03311217842826,-1.12145875739134,0.0420053494259738,-0.597134084434243,0.0966747205947315,1232870
0.194384973611451,0.587059051524983,-0.858077670481734,-0.226304472411519,-0.911186759046236,0.090832285350266,0.885620641554717,-0.409766875890111,0.263578862711437,-0.374741251055298,-0.157136309884277,-0.42583169602551,0.0230199333828048,0.308531986029191,0.216665409569827,0.755500710485301,-0.521351842323512,0.230428903235248,-0.298835142323908,1279943
-1.02730961234489,-1.52655546141733,1.17428294381147,-0.0302856987469057,0.679639761920733,-0.319136350518672,-0.372271616545702,-0.472014440272311,-0.0305401226631492,-0.519018774357254,-0.209999184330158,-0.411020815566906,-0.188449900396095,0.722678130804252,-0.883036916099155,0.223907147801575,-0.633851789164932,0.809892400984937,-0.378391512864268,1329352
-1.32400921503537,-1.35326708521692,1.21629360566225,-0.448114120185873,-1.53409508798689,1.05526763145216,1.28605376257442,-0.101221439304951,-0.152545395519352,-0.318155239157668,-0.181472512006994,-0.260628416430001,2.63425493642063,0.37096662584839,0.0904616366141854,0.597629345489452,-0.194575673544266,-0.0607310483167952,-0.243721657609826,1330263
-1.15899980052833,0.718312666393672,-0.103357958458353,3.50716353895467,0.0123524657171533,0.0593499664568025,-1.06708387144006,0.366522180942895,1.18292209981343,-0.355470143036629,-0.231990604636001,-0.430165041553672,-0.0570658759654084,-3.69132222965777,-1.09846067440301,-1.02282294570249,-0.692339620846037,1.12039234298153,-0.264740803574237,1364384
